index,lon,lat,age,plate_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
206,-150.67,59.36,56,101,-142.24,66.39,0.01,168.0,-141.66,65.99,9.45,27.89,0.25,-104.07,0.2,323.79,918.0,182.0,3.83,4.67,8.35,4.42,-0.06,-0.25,-9.28,26.63,8.29,4.16,44.03,0.13,20.35,1355.83,2.38
207,-150.67,59.36,51,101,-141.95,65.43,0.02,128.0,-140.09,64.69,22.46,5.76,2.21,-143.15,0.2,319.01,918.0,111.0,4.25,4.25,22.35,2.26,-1.77,-1.33,-20.58,2.57,20.56,0.92,48.77,0.36,16.3,290.73,2.42
208,-109.6,32.93,55,101,-95.96,38.73,0.09,362.0,-101.43,36.46,16.17,18.79,2.97,172.84,0.19,47.33,902.0,101.0,18.37,18.37,15.31,5.21,-2.95,0.37,-13.55,24.22,12.36,5.56,48.28,0.23,17.61,161.83,2.38
209,-109.6,32.93,50,101,-97.15,37.65,0.09,363.0,-102.41,35.19,10.65,-16.88,3.15,147.4,0.19,71.15,903.0,101.0,18.18,18.18,10.19,-3.09,-2.65,1.7,-7.67,-10.45,7.54,-1.39,37.08,0.14,25.28,262.32,2.35
210,-111.22,33.04,70,101,-92.0,40.2,0.07,376.0,-95.95,37.85,13.71,17.22,3.74,-138.23,0.19,49.83,902.0,101.0,18.37,18.37,13.1,4.06,-2.79,-2.49,-10.43,8.63,10.31,1.57,57.31,0.22,32.55,127.87,2.38
211,-111.22,33.04,65,101,-94.58,40.12,0.07,405.0,-98.46,37.69,12.26,11.21,4.22,-162.61,0.19,48.54,902.0,101.0,18.37,18.37,12.03,2.38,-4.03,-1.26,-8.08,7.99,8.0,1.12,55.12,0.19,28.86,135.39,2.17
212,-111.22,33.04,60,101,-96.86,39.38,0.07,407.0,-100.62,36.88,9.38,5.58,4.22,-163.53,0.19,47.2,902.0,101.0,18.37,18.37,9.34,0.91,-4.05,-1.2,-5.3,-3.14,5.29,-0.29,51.31,0.15,12.64,138.01,2.25
213,-121.04,50.45,202,101,-54.64,29.61,0.07,962.0,-58.95,30.18,8.46,27.24,4.63,-120.08,0.19,99.25,131.0,101.0,0.09,0.09,7.52,3.87,-2.32,-4.01,-5.18,-1.22,5.18,-0.11,43.88,0.11,0.0,173.33,2.46
214,-121.04,50.45,197,101,-55.61,31.93,0.07,928.0,-60.05,32.36,3.21,8.63,5.71,-122.25,0.19,97.07,131.0,101.0,0.09,0.09,3.17,0.48,-3.05,-4.83,-4.33,-88.73,0.1,-4.32,46.17,0.05,-0.0,166.73,2.48
215,-121.04,50.45,192,101,-56.86,34.36,0.07,772.0,-61.42,34.84,3.18,8.69,5.72,-123.16,0.19,94.87,131.0,101.0,0.28,0.28,3.15,0.48,-3.13,-4.78,4.28,-90.08,-0.01,-4.28,48.46,0.05,39.18,160.08,2.49
216,-129.82,59.28,140,101,-58.33,56.2,0.08,394.0,-66.44,57.42,1.43,5.73,-4.55,-84.19,0.19,101.15,902.0,16111.0,3.17,12.92,1.42,0.14,0.46,-4.53,-4.77,-66.91,1.87,-4.39,92.72,0.03,10.87,160.37,2.7
217,-129.82,59.28,135,101,-61.12,56.74,0.07,381.0,-68.81,57.84,7.82,-29.19,3.7,-168.37,0.19,92.1,902.0,101.0,4.1,49.84,6.83,-3.82,-3.63,-0.75,-5.57,-54.85,3.21,-4.55,104.65,0.14,12.88,162.44,2.74
218,-129.82,59.28,130,101,-63.98,57.27,0.07,402.0,-71.86,58.15,14.78,-19.41,3.38,-172.38,0.19,88.89,902.0,101.0,4.1,50.92,13.94,-4.91,-3.35,-0.45,-11.87,-26.76,10.6,-5.34,101.48,0.28,14.68,162.99,2.73
219,-138.92,63.87,140,101,-58.07,62.49,0.09,349.0,-67.21,60.28,1.32,50.29,-4.57,-41.28,0.15,58.08,902.0,16111.0,0.23,15.86,0.84,1.01,3.44,-3.02,-4.72,-25.19,4.27,-2.01,93.38,0.01,10.87,159.58,2.7
220,-138.92,63.87,135,101,-61.59,63.03,0.06,413.0,-68.47,61.83,7.8,-46.63,3.78,174.05,0.15,109.72,902.0,101.0,0.07,53.87,5.35,-5.67,-3.76,0.39,-5.51,-73.13,1.6,-5.27,104.68,0.09,12.88,161.07,2.74
221,-138.92,63.87,130,101,-65.2,63.54,0.06,394.0,-72.0,62.14,14.91,-36.56,3.5,170.02,0.15,106.1,902.0,101.0,0.07,54.94,11.98,-8.88,-3.45,0.61,-11.88,-44.06,8.54,-8.26,101.32,0.19,21.66,160.75,2.73
222,-115.34,44.93,78,101,-90.07,52.18,0.13,292.0,-101.85,54.73,11.26,-62.05,3.58,160.51,0.2,109.88,918.0,101.0,19.48,38.73,5.28,-9.95,-3.38,1.2,-8.98,-77.9,1.88,-8.79,72.42,0.1,20.73,1394.37,2.63
223,-115.34,44.93,73,101,-92.71,52.35,0.13,294.0,-104.62,54.69,15.34,-80.23,3.55,159.08,0.2,108.13,918.0,101.0,19.48,38.73,2.6,-15.12,-3.32,1.27,13.87,-93.02,-0.73,-13.85,3.04,0.01,17.57,1307.62,1.73
224,-115.34,44.93,68,101,-95.62,52.64,0.13,294.0,-107.69,54.78,18.75,-86.85,4.65,173.6,0.2,106.42,918.0,101.0,19.48,38.73,1.03,-18.73,-4.62,0.52,18.55,-101.26,-3.62,-18.2,0.95,0.0,-0.0,1345.89,1.03
225,-115.44,45.82,78,101,-89.91,53.07,0.13,294.0,-101.77,54.92,11.28,-48.43,3.58,173.98,0.19,96.46,918.0,101.0,19.29,38.93,7.49,-8.44,-3.56,0.38,-9.0,-64.19,3.92,-8.1,72.42,0.14,20.73,1394.37,2.63
226,-115.44,45.82,73,101,-92.58,53.24,0.13,296.0,-104.56,54.88,15.34,-66.73,3.55,172.54,0.19,94.7,918.0,101.0,19.29,38.93,6.06,-14.09,-3.52,0.46,-13.87,-79.5,2.53,-13.64,3.04,0.02,17.57,1307.62,1.73
227,-115.44,45.82,68,101,-95.53,53.54,0.13,296.0,-107.64,54.97,18.75,-73.41,4.64,-172.91,0.19,92.99,918.0,101.0,19.29,38.93,5.36,-17.97,-4.6,-0.57,-18.55,-87.79,0.71,-18.54,0.95,0.01,-0.0,1345.89,1.03
228,-115.7,45.62,78,101,-90.27,52.91,0.12,294.0,-101.77,54.92,11.28,-48.43,3.58,173.98,0.19,96.46,918.0,101.0,19.29,38.93,7.49,-8.44,-3.56,0.38,-9.0,-64.19,3.92,-8.1,72.42,0.14,20.73,1394.37,2.63
229,-115.7,45.62,73,101,-92.94,53.08,0.12,296.0,-104.56,54.88,15.34,-66.73,3.55,172.54,0.19,94.7,918.0,101.0,19.29,38.93,6.06,-14.09,-3.52,0.46,-13.87,-79.5,2.53,-13.64,3.04,0.02,17.57,1307.62,1.73
230,-115.7,45.62,68,101,-95.88,53.36,0.12,296.0,-107.64,54.97,18.75,-73.41,4.64,-172.91,0.19,92.99,918.0,101.0,19.29,38.93,5.36,-17.97,-4.6,-0.57,-18.55,-87.79,0.71,-18.54,0.95,0.01,-0.0,1345.89,1.03
231,-116.17,43.55,78,101,-91.42,50.93,0.13,283.0,-102.3,53.99,11.2,-62.67,3.6,160.59,0.2,109.51,918.0,101.0,20.26,37.95,5.14,-9.95,-3.39,1.2,-8.95,-78.84,1.73,-8.79,2.64,0.02,20.73,1394.37,1.42
232,-116.17,43.55,73,101,-94.0,51.08,0.13,282.0,-105.14,53.76,15.34,-80.3,3.57,159.19,0.2,107.71,918.0,101.0,20.46,37.75,2.58,-15.12,-3.34,1.27,13.87,-93.17,-0.77,-13.85,3.99,0.01,17.57,1307.62,1.47
233,-116.17,43.55,68,101,-96.86,51.35,0.13,283.0,-108.16,53.84,18.76,-86.65,4.69,173.66,0.2,106.04,918.0,101.0,20.46,37.75,1.09,-18.73,-4.66,0.52,18.55,-101.2,-3.6,-18.2,3.02,0.0,-0.0,199.92,1.35
234,-121.03,50.48,201,101,-54.77,30.05,0.07,953.0,-59.09,30.76,8.45,27.25,4.64,-120.26,0.19,98.81,131.0,101.0,0.28,0.28,7.52,3.87,-2.34,-4.01,-5.16,-1.21,5.16,-0.11,44.86,0.11,0.0,168.52,2.47
235,-121.03,50.48,196,101,-55.83,32.44,0.07,904.0,-60.29,33.01,3.18,8.69,5.72,-122.5,0.19,96.65,131.0,101.0,0.28,0.28,3.15,0.48,-3.07,-4.82,-4.32,-89.36,0.05,-4.32,46.81,0.05,1.23,165.4,2.48
236,-121.03,50.48,191,101,-57.11,34.86,0.07,726.0,-61.72,35.29,3.18,8.69,5.72,-123.33,0.19,94.41,131.0,101.0,0.28,0.28,3.15,0.48,-3.14,-4.78,4.27,-90.26,-0.02,-4.27,49.06,0.05,2.92,160.91,2.5
237,-108.08,32.85,69,101,-89.19,39.81,0.1,378.0,-96.41,37.8,13.71,-6.86,5.18,-149.73,0.19,73.66,902.0,101.0,18.18,18.18,13.61,-1.64,-4.47,-2.61,-10.08,-25.02,9.14,-4.26,56.15,0.22,32.95,129.42,2.35
238,-108.08,32.85,64,101,-91.66,39.52,0.1,405.0,-98.78,37.37,13.29,-10.32,4.22,173.21,0.19,72.33,902.0,101.0,18.18,18.18,13.07,-2.38,-4.19,0.5,-9.08,-11.95,8.88,-1.88,54.18,0.21,20.38,134.23,2.12
239,-108.08,32.85,59,101,-93.65,38.92,0.1,408.0,-100.65,36.67,9.38,-18.43,1.48,174.23,0.19,71.31,902.0,101.0,18.18,18.18,8.9,-2.96,-1.47,0.15,-7.94,-20.87,7.42,-2.83,51.2,0.14,9.66,132.49,2.28
240,-122.27,52.5,215,101,-52.54,26.55,0.06,1361.0,-56.44,27.51,5.87,12.3,4.09,-123.77,0.19,105.1,131.0,101.0,2.37,2.37,5.74,1.25,-2.27,-3.4,-4.09,-31.64,3.48,-2.14,35.98,0.07,0.0,168.49,2.43
241,-122.27,52.5,210,101,-53.15,28.39,0.06,1308.0,-57.19,29.06,5.85,12.35,4.08,-123.81,0.19,103.06,131.0,101.0,2.18,2.18,5.71,1.25,-2.27,-3.39,-4.06,-31.75,3.46,-2.14,36.49,0.08,0.0,170.12,2.4
242,-122.27,52.5,205,101,-53.85,30.52,0.06,1102.0,-57.97,31.24,8.42,27.38,4.71,-121.68,0.19,100.85,131.0,101.0,2.37,2.37,7.47,3.87,-2.48,-4.01,-4.98,-1.31,4.98,-0.11,47.92,0.11,0.0,171.75,2.56
243,-129.78,57.7,210,101,-53.91,35.1,0.05,1324.0,-57.08,35.19,6.55,23.2,4.24,-115.08,0.2,89.49,131.0,101.0,8.33,8.33,6.02,2.58,-1.8,-3.84,-4.42,-16.49,4.24,-1.25,30.92,0.08,0.0,167.51,2.35
244,-129.78,57.7,205,101,-54.93,37.2,0.05,1069.0,-58.19,37.18,8.29,41.77,4.86,-112.61,0.2,87.1,131.0,101.0,8.33,8.33,6.18,5.52,-1.87,-4.49,-4.41,13.8,4.29,1.05,60.68,0.11,0.0,167.21,2.53
245,-129.78,57.7,200,101,-56.1,39.26,0.05,988.0,-59.42,38.94,8.29,41.74,4.86,-112.63,0.2,84.6,131.0,101.0,8.13,8.13,6.19,5.52,-1.87,-4.49,-4.42,13.81,4.29,1.06,43.58,0.09,0.0,172.12,2.46
246,-129.78,57.7,195,101,-57.68,41.68,0.05,824.0,-61.1,41.25,2.26,30.1,5.89,-112.7,0.2,82.23,131.0,101.0,8.13,8.13,1.96,1.13,-2.27,-5.44,4.3,-94.71,-0.35,-4.29,45.38,0.03,12.44,757.05,2.47
247,-120.84,39.47,125,101,-71.81,37.73,0.06,317.0,-75.82,36.64,16.96,12.75,4.06,-130.16,0.19,69.92,902.0,101.0,27.56,27.56,16.54,3.74,-2.62,-3.11,-13.94,2.64,13.93,0.64,88.47,0.32,100.42,82.92,2.68
248,-120.84,39.47,120,101,-74.11,39.03,0.06,367.0,-78.15,37.85,16.92,34.28,5.96,-118.19,0.19,68.21,902.0,101.0,28.95,29.26,13.98,9.53,-2.82,-5.25,-11.97,20.87,11.18,4.26,94.43,0.28,52.03,96.88,2.7
249,-120.84,39.47,115,101,-77.2,40.31,0.06,383.0,-81.3,39.1,16.08,31.8,6.11,-131.14,0.19,67.52,902.0,101.0,28.95,29.26,13.67,8.47,-4.02,-4.6,-10.41,21.66,9.67,3.84,90.1,0.27,44.89,99.24,2.66
250,-120.84,39.47,110,101,-80.33,41.53,0.06,389.0,-84.49,40.29,16.1,31.68,6.03,-131.47,0.19,66.84,902.0,101.0,28.95,29.26,13.7,8.46,-3.99,-4.52,-10.48,21.87,9.73,3.9,84.57,0.26,76.06,107.03,2.48
251,-121.05,39.22,125,101,-72.11,37.56,0.05,319.0,-75.74,36.47,16.94,12.76,4.06,-130.11,0.19,69.97,902.0,101.0,27.37,27.37,16.52,3.74,-2.62,-3.11,-13.93,2.64,13.92,0.64,91.25,0.33,100.42,82.92,2.69
252,-121.05,39.22,120,101,-74.42,38.85,0.05,367.0,-78.15,37.85,16.92,34.28,5.96,-118.19,0.19,68.21,902.0,101.0,28.95,29.26,13.98,9.53,-2.82,-5.25,-11.97,20.87,11.18,4.26,94.43,0.28,52.03,96.88,2.7
253,-121.05,39.22,115,101,-77.51,40.13,0.05,383.0,-81.3,39.1,16.08,31.8,6.11,-131.14,0.19,67.52,902.0,101.0,28.95,29.26,13.67,8.47,-4.02,-4.6,-10.41,21.66,9.67,3.84,90.1,0.27,44.89,99.24,2.66
254,-121.05,39.22,110,101,-80.65,41.35,0.05,389.0,-84.49,40.29,16.1,31.68,6.03,-131.47,0.19,66.84,902.0,101.0,28.95,29.26,13.7,8.46,-3.99,-4.52,-10.48,21.87,9.73,3.9,84.57,0.26,76.06,107.03,2.48
255,-121.23,39.41,125,101,-72.19,37.78,0.05,308.0,-76.08,37.57,17.04,-1.98,4.08,-145.04,0.19,84.46,902.0,101.0,26.75,28.52,17.03,-0.59,-3.34,-2.34,-14.01,-12.04,13.7,-2.92,85.89,0.33,100.42,87.95,2.67
256,-121.23,39.41,120,101,-74.5,39.07,0.05,338.0,-78.46,38.77,16.97,19.49,5.96,-132.84,0.19,82.73,902.0,101.0,28.0,30.21,16.0,5.66,-4.05,-4.37,-12.03,6.1,11.96,1.28,95.37,0.32,52.03,96.88,2.71
257,-121.23,39.41,115,101,-77.6,40.35,0.05,369.0,-81.62,40.01,16.09,17.09,6.07,-145.54,0.19,82.02,902.0,101.0,28.0,30.21,15.38,4.73,-5.01,-3.44,-10.46,6.89,10.38,1.25,88.69,0.3,44.89,99.24,2.63
258,-121.23,39.41,110,101,-80.74,41.57,0.05,377.0,-84.83,41.2,16.1,16.98,5.99,-145.84,0.19,81.32,902.0,101.0,28.0,30.21,15.4,4.7,-4.96,-3.36,-10.53,7.1,10.45,1.3,83.08,0.3,25.04,107.03,2.48
259,-125.43,55.93,182,101,-56.12,46.13,0.06,589.0,-61.01,44.99,8.74,48.79,9.13,-176.78,0.19,251.42,101.0,16111.0,2.68,16.79,5.76,6.57,-9.12,-0.51,6.92,119.06,-3.36,6.05,45.64,0.08,1.4,162.34,2.47
260,-125.43,55.93,177,101,-56.16,47.7,0.1,351.0,-65.03,47.27,10.34,-2.36,1.94,-130.44,0.19,83.2,902.0,16111.0,6.43,6.43,10.33,-0.43,-1.26,-1.47,-9.27,-11.84,9.07,-1.9,53.74,0.16,1.87,6407.19,2.52
261,-125.43,55.93,172,101,-57.02,48.34,0.1,347.0,-66.02,48.05,10.34,-2.5,1.93,-130.68,0.19,82.6,902.0,16111.0,6.62,6.62,10.33,-0.45,-1.26,-1.47,-9.26,-11.96,9.06,-1.92,66.85,0.18,2.15,7145.63,2.59
262,-125.43,55.93,167,101,-57.8,47.32,0.11,374.0,-66.71,46.83,11.51,-37.27,5.41,105.18,0.19,83.0,902.0,16111.0,7.64,7.64,9.16,-6.97,-1.42,5.22,-7.94,-12.9,7.74,-1.77,83.58,0.18,2.81,8462.35,2.7
263,-125.43,55.93,162,101,-58.63,46.14,0.11,391.0,-67.6,46.21,9.82,-22.06,1.94,145.28,0.2,88.76,902.0,16111.0,8.34,8.34,9.1,-3.69,-1.59,1.1,-7.94,-19.29,7.5,-2.62,94.32,0.19,3.67,162.38,2.84
264,-109.82,29.81,62,101,-94.8,36.36,0.06,416.0,-98.67,35.06,13.13,-1.58,4.22,178.84,0.2,66.35,902.0,101.0,16.04,16.04,13.13,-0.36,-4.21,0.09,-8.92,-1.78,8.91,-0.28,52.33,0.22,41.37,122.92,2.15
265,-109.82,29.81,57,101,-96.14,35.89,0.06,421.0,-99.97,34.57,9.57,-11.76,1.53,-179.6,0.2,65.96,902.0,101.0,16.04,16.04,9.37,-1.95,-1.53,-0.01,-8.08,-14.14,7.84,-1.97,51.01,0.15,22.9,138.36,2.32
266,-109.82,29.81,52,101,-97.21,34.99,0.06,375.0,-101.0,33.65,12.71,-5.15,3.18,153.75,0.2,65.79,903.0,101.0,16.04,16.04,12.66,-1.14,-2.85,1.41,-9.81,1.5,9.81,0.26,35.98,0.17,35.05,242.79,2.37
267,-109.82,29.81,47,101,-98.46,34.01,0.06,375.0,-102.19,32.66,9.84,-16.56,2.46,-164.01,0.2,65.47,903.0,101.0,16.34,16.34,9.43,-2.81,-2.36,-0.68,-7.87,-26.17,7.06,-3.47,24.17,0.11,13.66,262.91,1.91
268,-109.82,29.81,42,101,-99.76,33.98,0.06,379.0,-103.51,32.66,9.44,-15.98,2.43,-157.38,0.19,65.33,903.0,101.0,17.03,17.03,9.07,-2.6,-2.24,-0.94,-7.67,-27.33,6.82,-3.52,11.72,0.07,19.36,272.57,1.79
270,-98.75,20.25,103,101,-68.98,19.05,0.08,664.0,-72.83,16.39,11.33,-5.31,4.9,-121.52,0.19,78.12,902.0,2000.0,0.1,7.57,11.28,-1.05,-2.56,-4.18,-10.16,-30.92,8.72,-5.22,78.37,0.21,25.77,116.45,2.46
271,-101.98,18.94,218,101,-52.98,-11.66,0.06,1378.0,-56.45,-11.03,3.64,-15.41,3.91,-110.53,0.0,132.06,902.0,201.0,0.0,44.91,3.51,-0.97,-1.37,-3.67,-5.12,-64.87,2.17,-4.64,55.33,0.0,1.77,107.77,2.03
272,-104.4,29.81,168,101,-52.4,17.99,0.14,665.0,-61.14,18.42,12.33,-16.69,5.13,133.65,0.2,71.18,902.0,101.0,0.1,0.1,11.81,-3.54,-3.54,3.71,-8.26,0.99,8.26,0.14,82.94,0.24,41.05,145.61,2.7
273,-106.59,37.43,117,101,-63.52,34.31,0.17,518.0,-73.71,30.0,15.86,43.64,6.37,-123.35,0.19,60.28,902.0,101.0,18.94,18.94,11.48,10.95,-3.5,-5.32,-9.77,34.96,8.01,5.6,91.16,0.23,56.19,83.32,2.69
274,-106.93,37.85,24,101,-101.34,41.2,0.17,354.0,-107.56,32.55,-3.77,-113.51,2.85,-174.6,0.16,61.2,901.0,105.0,0.23,0.23,-1.5,-3.46,-2.84,-0.27,5.73,-139.25,-4.34,-3.74,1.35,0.0,21.46,576.36,1.0
275,-107.33,26.25,188,101,-54.48,10.23,0.11,653.0,-60.14,13.25,8.54,4.04,6.74,-117.35,0.19,117.22,902.0,2000.0,0.72,23.54,8.52,0.6,-3.09,-5.98,-7.67,-44.83,5.44,-5.41,66.18,0.15,39.41,206.88,2.7
276,-107.35,25.67,163,101,-57.73,13.23,0.08,700.0,-62.01,15.65,10.54,-54.7,3.75,112.75,0.16,119.16,902.0,2000.0,0.08,27.04,6.09,-8.6,-1.45,3.46,-6.92,-48.21,4.61,-5.16,82.2,0.1,37.78,114.54,2.66
277,-107.7,27.03,97,101,-78.04,29.47,0.06,559.0,-81.87,28.18,10.57,13.74,4.95,-118.51,0.18,66.98,902.0,101.0,12.17,12.17,10.27,2.51,-2.36,-4.35,-8.1,-13.07,7.89,-1.83,81.3,0.19,95.5,97.01,2.44
278,-108.12,32.81,114,101,-68.3,31.07,0.1,519.0,-75.09,30.1,15.89,19.53,6.36,-147.96,0.19,84.2,902.0,101.0,18.18,18.18,14.98,5.31,-5.39,-3.37,-9.79,11.2,9.6,1.9,90.33,0.29,84.32,76.82,2.65
279,-108.23,26.72,99,101,-77.87,28.7,0.05,564.0,-81.09,27.62,10.56,13.68,4.95,-117.77,0.18,67.47,902.0,101.0,12.17,12.17,10.26,2.5,-2.31,-4.38,-8.16,-13.29,7.94,-1.88,82.06,0.19,93.1,95.27,2.48
280,-108.8,33.4,190,101,-53.85,16.31,0.12,643.0,-60.34,14.04,9.27,37.54,-5.28,-84.4,0.19,69.06,902.0,101.0,1.45,1.45,7.35,5.65,0.52,-5.26,-7.9,3.04,7.89,0.42,59.32,0.12,27.21,220.67,2.57
282,-109.34,33.09,106,101,-74.1,33.14,0.09,529.0,-79.91,31.55,13.49,-18.69,5.9,-161.25,0.19,83.45,902.0,101.0,18.18,18.18,12.78,-4.32,-5.59,-1.9,-9.49,-40.9,7.18,-6.22,86.62,0.25,110.81,106.82,2.49
283,-109.63,30.34,157,101,-60.26,19.14,0.08,717.0,-64.65,17.93,9.93,26.32,5.29,-110.14,0.2,74.15,902.0,101.0,1.19,1.19,8.9,4.4,-1.82,-4.97,-7.12,-4.81,7.09,-0.6,85.28,0.18,20.77,112.51,2.67
285,-109.73,30.38,168,101,-56.88,19.9,0.07,662.0,-61.21,18.61,12.34,-16.68,5.12,133.59,0.2,71.16,902.0,101.0,0.29,0.29,11.82,-3.54,-3.53,3.71,-8.28,0.99,8.27,0.14,83.6,0.24,41.05,145.61,2.72
286,-109.75,30.48,159,101,-59.75,18.59,0.08,758.0,-64.11,17.35,9.98,26.97,5.3,-110.4,0.2,73.48,902.0,101.0,1.39,1.39,8.89,4.53,-1.85,-4.97,-7.07,-3.83,7.06,-0.47,84.41,0.18,19.44,106.03,2.67
287,-109.8,28.41,139,101,-63.15,22.64,0.05,425.0,-66.11,22.04,5.95,-22.56,1.8,-153.44,0.2,75.52,902.0,101.0,10.31,10.31,5.49,-2.28,-1.61,-0.8,-4.96,-38.3,3.89,-3.08,93.45,0.11,0.71,67.86,2.7
288,-109.91,31.43,142,101,-61.92,24.65,0.08,507.0,-67.03,23.63,2.52,24.11,-4.4,-68.18,0.2,75.8,902.0,101.0,2.37,2.37,2.3,1.03,1.63,-4.08,-4.98,-37.92,3.93,-3.06,92.66,0.05,-1.3,62.84,2.7
289,-110.03,32.09,203,101,-54.18,9.11,0.09,937.0,-59.21,8.06,8.36,53.3,-4.31,-73.56,0.19,73.96,131.0,101.0,0.1,0.1,5.0,6.71,1.22,-4.13,-6.72,22.7,6.2,2.59,50.69,0.08,28.39,203.13,2.6
290,-110.45,31.12,173,101,-56.45,21.27,0.07,636.0,-60.71,19.89,9.4,12.2,1.93,-115.96,0.19,71.03,902.0,101.0,0.48,0.48,9.19,1.99,-0.85,-1.74,-8.35,1.7,8.35,0.25,82.46,0.18,41.55,156.47,2.79
291,-110.46,31.77,118,101,-68.54,29.6,0.06,521.0,-72.74,29.07,15.82,19.8,6.4,-147.41,0.19,84.56,902.0,101.0,18.18,18.18,14.88,5.36,-5.39,-3.45,-9.69,11.15,9.51,1.87,90.9,0.29,35.73,73.95,2.69
292,-110.74,33.42,88,101,-83.3,38.73,0.08,525.0,-88.0,36.35,14.35,7.99,4.99,-113.42,0.19,54.67,902.0,101.0,18.37,18.37,14.21,1.99,-1.99,-4.58,-12.49,-11.95,12.22,-2.59,75.49,0.26,49.77,106.78,2.32
293,-110.9,33.34,153,101,-61.2,23.54,0.09,636.0,-66.72,22.45,11.0,6.19,3.23,-139.34,0.2,74.83,902.0,101.0,4.54,4.54,10.94,1.19,-2.45,-2.1,-8.54,-6.27,8.49,-0.93,85.98,0.22,16.21,141.4,2.67
294,-110.94,33.33,93,101,-81.2,37.38,0.07,527.0,-85.67,35.14,14.06,15.2,4.99,-111.72,0.19,56.13,902.0,101.0,18.37,18.37,13.57,3.69,-1.85,-4.64,-11.75,-4.6,11.71,-0.94,82.48,0.26,51.82,110.85,2.28
295,-110.95,33.4,131,101,-63.95,28.45,0.07,483.0,-68.32,26.63,10.8,-8.98,2.63,-134.98,0.19,63.87,902.0,101.0,16.3,16.3,10.67,-1.69,-1.86,-1.86,-9.51,-21.82,8.83,-3.54,95.43,0.21,46.91,61.49,2.71
296,-111.02,31.97,142,101,-62.64,25.52,0.08,489.0,-67.29,24.58,2.49,24.32,-4.41,-67.87,0.2,75.69,902.0,101.0,3.36,3.36,2.27,1.03,1.66,-4.08,-4.98,-37.9,3.93,-3.06,92.63,0.05,-1.3,62.84,2.7
297,-111.03,31.88,124,101,-66.33,28.15,0.06,525.0,-69.99,27.44,16.92,3.68,4.58,-138.68,0.19,85.82,902.0,101.0,16.91,16.91,16.89,1.09,-3.44,-3.02,-13.61,-8.2,13.47,-1.94,91.59,0.33,55.29,64.71,2.69
298,-111.07,31.98,217,101,-55.26,3.91,0.07,1179.0,-59.46,3.04,2.85,62.86,-3.68,-73.91,0.19,79.35,131.0,101.0,0.1,0.1,1.3,2.54,1.02,-3.53,-2.54,-22.82,2.34,-0.98,77.11,0.02,0.41,97.8,0.77
300,-111.42,33.12,198,101,-55.17,12.72,0.08,961.0,-59.75,11.25,8.8,36.71,-5.31,-83.82,0.19,71.97,902.0,101.0,2.41,2.41,7.06,5.26,0.57,-5.28,-7.65,0.06,7.65,0.01,49.1,0.11,6.7,142.72,2.5
302,-111.88,32.52,139,101,-63.19,27.13,0.05,377.0,-66.44,26.01,6.18,-12.69,2.04,-146.92,0.19,66.89,902.0,101.0,14.31,14.31,6.03,-1.36,-1.71,-1.11,-4.98,-29.61,4.33,-2.46,94.82,0.12,16.84,173.83,2.7
303,-112.36,47.03,101,101,-73.66,48.5,0.16,465.0,-87.02,51.84,9.1,-42.79,4.95,-159.88,0.19,106.46,902.0,101.0,18.34,39.87,6.68,-6.18,-4.65,-1.7,-8.12,-75.59,2.02,-7.86,73.35,0.12,31.71,156.76,2.2
304,-112.58,34.51,158,101,-60.87,23.57,0.08,617.0,-65.83,22.27,9.85,26.96,5.17,-106.15,0.2,73.32,902.0,101.0,6.11,6.11,8.78,4.47,-1.44,-4.97,-7.37,-4.16,7.35,-0.53,85.03,0.18,16.75,121.01,2.67
305,-112.85,32.36,151,101,-63.82,23.52,0.06,630.0,-67.29,22.71,11.0,5.91,3.23,-139.03,0.2,74.88,902.0,101.0,4.54,4.54,10.94,1.13,-2.44,-2.12,-8.57,-6.69,8.51,-1.0,87.11,0.22,23.72,123.84,2.68
306,-113.17,34.58,126,101,-66.57,30.8,0.07,515.0,-70.37,28.81,13.63,31.85,2.53,-110.65,0.17,49.78,902.0,101.0,18.4,18.4,11.58,7.19,-0.89,-2.37,-11.73,24.36,10.69,4.84,91.92,0.21,48.98,57.25,2.69
307,-113.3,38.48,151,101,-61.47,29.28,0.12,525.0,-68.91,27.61,11.12,7.67,3.12,-135.47,0.2,72.35,902.0,101.0,9.65,9.65,11.02,1.48,-2.23,-2.19,-8.83,-4.7,8.8,-0.72,89.16,0.23,20.77,139.48,2.69
308,-113.57,28.03,160,901,-61.23,14.63,0.03,805.0,-62.92,14.17,2.32,63.3,4.59,-170.66,0.2,73.4,2035.0,101.0,1.57,4.53,1.04,2.08,-4.53,-0.74,3.72,159.02,-3.47,1.33,82.12,0.02,53.09,92.95,2.66
309,-114.15,35.37,193,101,-57.27,18.0,0.07,763.0,-61.45,16.47,9.55,36.99,-5.27,-85.07,0.2,67.99,902.0,101.0,5.52,5.52,7.62,5.74,0.45,-5.25,-8.11,3.67,8.09,0.52,49.92,0.12,27.08,293.88,2.5
310,-114.77,41.77,165,101,-57.54,30.72,0.14,455.0,-66.32,28.61,11.26,-21.86,4.76,126.24,0.19,72.41,902.0,101.0,11.88,13.09,10.45,-4.19,-2.81,3.84,-7.64,-2.83,7.63,-0.38,87.45,0.2,13.66,354.89,2.75
