index,lon,lat,age,plate_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
410,-120.84,39.47,129,101,-70.58,37.2,0.06,304.0,-74.6,36.19,14.57,6.17,2.67,-138.32,0.19,71.22,902.0,101.0,27.35,27.35,14.49,1.56,-1.99,-1.77,-12.5,-0.9,12.5,-0.2,68.88,0.26,104.91,71.05,2.43
411,-121.05,39.22,92,101,-90.42,45.26,0.05,411.0,-94.36,43.95,13.45,5.17,5.0,-123.33,0.19,61.67,902.0,101.0,28.95,29.26,13.4,1.21,-2.75,-4.18,-11.04,-15.52,10.64,-2.95,79.02,0.25,51.79,114.7,2.15
412,-121.23,39.41,158,101,-65.85,30.78,0.04,440.0,-68.72,30.09,9.55,25.28,5.04,-101.1,0.19,74.7,902.0,101.0,10.43,14.35,8.63,4.08,-0.97,-4.94,-7.72,-6.67,7.67,-0.9,88.75,0.17,17.63,187.2,2.69
413,-122.6,51.13,168,101,-58.61,42.7,0.06,582.0,-62.98,40.92,0.87,-43.02,5.61,134.92,0.18,58.83,101.0,16111.0,0.62,0.62,0.64,-0.59,-3.96,3.97,4.74,134.56,-3.33,3.38,76.86,0.01,2.4,166.99,2.64
414,-124.5,54.45,98,101,-83.15,59.0,0.08,383.0,-91.75,57.55,7.77,0.7,4.89,-130.86,0.16,73.66,902.0,101.0,12.71,45.5,7.77,0.09,-3.2,-3.7,-5.8,-38.25,4.55,-3.59,66.11,0.11,32.98,147.79,2.25
415,-126.97,54.02,96,101,-87.44,59.63,0.06,364.0,-93.42,58.35,7.65,8.44,4.87,-123.78,0.19,64.85,902.0,101.0,12.35,45.86,7.57,1.12,-2.71,-4.05,-5.65,-31.08,4.84,-2.92,65.33,0.13,32.09,149.13,2.41
416,-127.21,53.75,88,101,-93.79,61.25,0.05,358.0,-99.27,59.81,13.26,-7.77,4.83,-126.01,0.19,60.71,902.0,101.0,12.53,45.68,13.14,-1.79,-2.84,-3.9,-11.76,-28.98,10.28,-5.7,66.61,0.23,32.88,991.31,2.56
417,-130.25,56.5,87,101,-96.67,64.57,0.06,321.0,-104.14,64.31,12.81,-34.02,4.74,-151.42,0.17,82.72,902.0,101.0,7.75,50.46,10.62,-7.17,-4.16,-2.27,-11.41,-55.67,6.44,-9.42,55.61,0.15,31.86,880.09,2.48
418,-130.27,56.47,153,101,-62.25,50.21,0.07,542.0,-68.27,51.18,10.46,-30.53,1.41,167.07,0.19,102.19,902.0,16111.0,11.62,11.62,9.01,-5.31,-1.38,0.32,-9.12,-33.31,7.62,-5.01,94.7,0.18,4.86,164.74,2.71
419,-117.98,40.82,198,101,-57.5,21.76,0.09,681.0,-63.12,20.47,4.59,30.74,5.27,-93.62,0.19,73.69,131.0,101.0,12.06,12.19,3.95,2.35,-0.33,-5.26,-4.61,-38.98,3.58,-2.9,48.12,0.06,11.68,160.22,2.49
420,-107.61,37.9,102,101,-72.52,38.42,0.16,522.0,-82.62,33.84,10.72,10.92,4.98,-108.63,0.19,58.12,902.0,101.0,19.69,19.69,10.53,2.03,-1.59,-4.72,-9.31,-16.75,8.92,-2.68,87.04,0.2,103.21,116.86,2.44
421,-101.26,21.02,219,101,-51.68,-10.35,0.09,1372.0,-56.61,-11.43,3.55,7.97,-3.91,-86.86,0.14,108.85,902.0,201.0,0.07,44.83,3.52,0.49,0.21,-3.91,-5.08,-42.09,3.77,-3.4,57.35,0.04,4.21,106.44,1.9
422,-101.64,18.88,1,101,-101.47,19.04,0.03,399.0,-102.33,17.56,5.2,13.35,2.52,-162.53,0.17,27.73,909.0,101.0,2.21,2.21,5.06,1.2,-2.4,-0.76,-2.69,10.17,2.65,0.47,10.63,0.03,103.21,2473.71,1.34
423,-105.93,24.1,80,101,-83.88,30.23,0.05,426.0,-86.49,28.44,11.48,14.43,3.7,-133.97,0.19,54.5,902.0,101.0,8.12,8.12,11.12,2.86,-2.57,-2.66,-8.57,1.25,8.57,0.19,65.58,0.19,10.88,80.7,2.56
424,-109.5,30.3,163,101,-58.1,18.22,0.08,682.0,-62.52,16.94,11.45,3.26,4.49,-170.03,0.2,72.15,902.0,101.0,1.34,1.34,11.44,0.65,-4.42,-0.78,-7.02,-1.37,7.01,-0.17,83.28,0.23,24.43,116.68,2.66
425,-110.72,31.49,80,101,-87.44,38.22,0.06,372.0,-91.61,37.43,12.78,-10.6,3.74,-159.14,0.19,76.42,902.0,101.0,18.18,18.18,12.56,-2.35,-3.5,-1.33,-9.8,-22.19,9.07,-3.7,65.51,0.22,57.24,106.09,2.55
426,-111.0,33.38,106,101,-75.6,33.82,0.07,527.0,-80.09,31.89,13.45,5.31,5.89,-137.16,0.19,59.36,902.0,101.0,18.56,18.56,13.39,1.24,-4.32,-4.0,-9.47,-16.96,9.06,-2.76,86.93,0.26,110.81,106.82,2.49
427,-111.12,31.87,185,101,-56.1,18.31,0.07,655.0,-60.3,17.07,8.67,50.55,-6.76,-68.9,0.19,70.23,902.0,101.0,1.45,1.45,5.51,6.69,2.43,-6.31,-7.97,2.72,7.96,0.38,70.6,0.1,34.38,228.61,2.74
428,-111.4,40.62,218,101,-51.7,11.44,0.16,1030.0,-60.84,9.38,3.45,48.67,-3.56,-79.71,0.2,77.75,131.0,101.0,6.91,6.91,2.28,2.59,0.64,-3.51,-3.07,-17.07,2.93,-0.9,58.67,0.04,2.52,105.34,1.9
429,-111.8,32.96,81,101,-87.85,39.76,0.06,370.0,-91.43,37.71,12.81,13.21,3.74,-134.83,0.19,52.53,902.0,101.0,18.56,18.56,12.48,2.93,-2.64,-2.65,-9.85,1.51,9.85,0.26,67.03,0.22,25.8,89.47,2.57
430,-119.2,38.98,1,101,-119.03,39.16,0.08,364.0,-124.96,39.43,-4.76,-128.18,2.36,126.02,0.19,87.58,901.0,101.0,0.78,0.78,-2.94,-3.74,-1.39,1.91,4.71,-157.11,-4.34,-1.83,21.88,0.0,45.91,1566.09,1.65
431,-127.48,50.6,141,101,-65.26,48.05,0.04,388.0,-68.4,48.08,1.78,14.37,-4.53,-75.92,0.19,89.48,902.0,16111.0,3.34,3.34,1.73,0.44,1.1,-4.39,-4.86,-54.47,2.82,-3.95,74.24,0.03,7.56,168.52,2.63
432,-133.43,57.8,122,101,-72.88,58.49,0.04,364.0,-76.64,59.24,19.38,-15.08,4.72,-170.97,0.16,111.37,902.0,101.0,4.28,52.16,18.71,-5.04,-4.66,-0.74,-15.19,-22.39,14.05,-5.79,87.21,0.31,19.56,158.56,2.68
433,-134.38,58.27,216,101,-54.63,34.93,0.02,1448.0,-55.93,34.9,6.74,24.96,4.28,-113.73,0.2,89.53,131.0,101.0,10.12,10.12,6.11,2.85,-1.72,-3.92,-4.53,-13.65,4.4,-1.07,34.8,0.08,0.0,165.77,2.42
434,-134.58,58.37,131,101,-68.17,57.86,0.03,390.0,-71.29,58.11,14.2,-28.48,3.75,-169.47,0.19,89.54,902.0,101.0,4.1,50.79,12.48,-6.77,-3.69,-0.69,-11.53,-40.27,8.8,-7.45,101.89,0.25,13.28,162.13,2.73
435,-135.08,58.86,165,101,-62.55,51.67,0.05,414.0,-66.78,51.89,11.25,-49.07,5.36,91.39,0.19,93.53,902.0,16111.0,13.65,13.65,7.37,-8.5,-0.13,5.36,-7.9,-23.59,7.24,-3.16,94.5,0.15,3.71,6095.17,2.84
436,-108.09,37.41,152,101,-57.41,26.54,0.16,606.0,-67.52,24.29,11.05,7.85,3.19,-136.81,0.2,72.82,902.0,101.0,6.31,6.31,10.95,1.51,-2.33,-2.19,-8.65,-4.58,8.63,-0.69,86.69,0.22,21.33,124.3,2.68
438,-110.32,30.95,80,101,-87.13,37.63,0.06,375.0,-91.44,36.88,12.72,-10.65,3.74,-159.13,0.19,76.52,902.0,101.0,17.62,17.62,12.5,-2.35,-3.5,-1.33,-9.74,-22.33,9.01,-3.7,65.51,0.22,57.24,106.09,2.55
439,-115.13,35.48,152,101,-64.09,27.01,0.07,565.0,-68.1,25.98,11.1,7.82,3.16,-136.21,0.2,72.57,902.0,101.0,8.08,8.08,10.99,1.51,-2.28,-2.19,-8.74,-4.53,8.72,-0.69,88.27,0.23,23.31,124.3,2.68
440,-122.78,50.76,160,101,-60.57,40.7,0.07,668.0,-65.0,39.0,0.87,-43.01,2.65,-179.89,0.18,61.05,101.0,16111.0,0.8,0.8,0.64,-0.59,-2.65,-0.01,2.1,-163.32,-2.01,-0.6,96.0,0.01,9.16,159.12,2.85
441,-124.07,55.13,99,101,-81.57,59.26,0.09,385.0,-91.18,57.48,7.78,8.24,4.89,-122.96,0.19,66.46,902.0,101.0,12.53,45.68,7.7,1.12,-2.66,-4.1,-5.83,-30.69,5.02,-2.98,66.76,0.14,32.75,147.78,2.16
442,-127.37,53.8,126,101,-68.66,52.4,0.05,433.0,-73.42,51.7,15.56,5.71,3.04,-143.56,0.19,74.34,902.0,101.0,11.09,44.02,15.48,1.55,-2.45,-1.81,-13.04,-1.1,13.04,-0.25,80.95,0.29,17.29,160.53,2.65
443,-131.45,57.12,213,101,-54.65,34.11,0.03,1400.0,-56.49,34.15,6.55,23.2,4.24,-114.98,0.2,90.78,131.0,101.0,8.33,8.33,6.02,2.58,-1.79,-3.84,-4.43,-16.49,4.24,-1.26,33.17,0.08,0.0,166.8,2.37
444,-144.9,64.45,93,101,-102.34,73.28,0.04,275.0,-103.28,70.74,10.02,57.99,-4.61,-60.45,0.2,354.83,902.0,182.0,0.1,0.1,5.31,8.49,2.27,-4.01,-8.78,30.52,7.56,4.46,50.29,0.09,23.57,959.85,2.45
445,-110.76,31.83,157,101,-60.65,20.88,0.08,694.0,-65.16,19.63,9.9,26.42,5.25,-108.65,0.2,73.99,902.0,101.0,2.96,2.96,8.87,4.4,-1.68,-4.97,-7.22,-4.74,7.2,-0.6,84.76,0.18,20.83,115.97,2.67
446,-110.76,31.83,102,101,-77.66,33.31,0.06,532.0,-81.72,32.54,10.81,-13.16,4.98,-132.52,0.19,82.61,902.0,101.0,18.18,18.18,10.53,-2.46,-3.37,-3.67,-9.42,-40.54,7.16,-6.12,85.54,0.2,103.21,106.78,2.39
447,-111.95,32.87,134,101,-64.28,27.95,0.06,457.0,-67.67,26.56,10.77,-10.22,2.59,-133.73,0.19,64.96,902.0,101.0,15.79,15.79,10.6,-1.91,-1.79,-1.87,-9.6,-23.13,8.83,-3.77,95.53,0.21,12.27,172.05,2.71
448,-111.95,32.87,198,101,-55.69,12.63,0.07,956.0,-59.81,11.43,8.83,36.59,-5.31,-83.96,0.19,71.96,902.0,101.0,2.6,2.6,7.09,5.26,0.56,-5.28,-7.67,0.06,7.67,0.01,49.1,0.11,20.22,142.72,2.5
449,-112.14,40.54,131,101,-61.9,35.44,0.16,371.0,-71.49,30.95,11.65,-4.55,2.8,-134.86,0.18,58.13,902.0,101.0,21.48,21.48,11.61,-0.92,-1.97,-1.98,-10.08,-16.7,9.65,-2.9,97.02,0.22,47.19,58.78,2.71
450,-112.14,40.54,116,101,-67.97,38.89,0.16,463.0,-77.69,34.04,16.0,47.29,6.28,-117.67,0.18,54.18,902.0,101.0,23.72,23.72,10.85,11.75,-2.91,-5.56,-10.08,37.77,7.96,6.17,91.41,0.2,79.48,94.59,2.69
451,-158.2,62.04,13,101,-158.37,64.05,0.1,282.0,-149.38,60.36,4.05,2.55,1.92,-117.97,0.19,315.86,901.0,111.0,3.73,3.73,4.05,0.18,-0.9,-1.7,-3.5,-25.85,3.15,-1.53,35.03,0.05,90.57,1023.82,2.11
452,-158.2,62.04,95,101,-121.7,72.66,0.03,200.0,-123.23,70.78,12.66,49.95,4.69,-94.25,0.19,12.68,926.0,182.0,7.58,7.58,8.15,9.69,-0.35,-4.68,-9.3,32.55,7.83,5.0,34.36,0.1,15.27,408.22,2.24
453,-108.74,28.65,213,101,-54.64,1.48,0.09,1118.0,-59.63,2.13,2.61,48.18,3.67,-91.6,0.19,97.92,131.0,101.0,2.16,12.9,1.74,1.94,-0.1,-3.67,-2.39,-46.08,1.66,-1.72,49.59,0.03,0.23,107.83,2.57
454,-108.74,28.65,165,101,-57.21,16.72,0.07,700.0,-61.45,16.31,11.15,-2.59,5.13,150.52,0.01,54.82,902.0,101.0,0.01,0.01,11.13,-0.5,-4.47,2.53,-6.95,16.69,6.66,2.0,78.97,0.01,37.45,166.65,2.65
455,-112.53,46.02,188,101,-52.67,30.36,0.17,493.0,-63.78,32.88,8.87,6.58,6.91,-106.23,0.19,111.45,902.0,101.0,0.09,20.14,8.81,1.02,-1.93,-6.64,-8.9,-39.31,6.88,-5.64,56.65,0.14,2.94,187.83,2.54
456,-112.53,46.02,106,101,-71.89,46.19,0.16,460.0,-84.56,49.75,10.96,-49.82,4.92,176.01,0.19,107.76,902.0,101.0,19.29,38.93,7.07,-8.38,-4.9,0.34,-8.3,-75.02,2.15,-8.02,73.26,0.13,28.32,158.17,2.44
457,-126.89,54.81,123,101,-69.13,53.88,0.07,406.0,-75.41,52.88,18.74,12.71,4.76,-131.55,0.19,72.8,902.0,101.0,10.53,45.56,18.28,4.12,-3.16,-3.56,-15.13,2.1,15.12,0.55,93.49,0.36,19.2,161.14,2.7
458,-126.89,54.81,123,101,-69.13,53.88,0.07,406.0,-75.41,52.88,18.74,12.71,4.76,-131.55,0.19,72.8,902.0,101.0,10.53,45.56,18.28,4.12,-3.16,-3.56,-15.13,2.1,15.12,0.55,93.49,0.36,19.2,161.14,2.7
459,-147.35,65.07,219,101,-52.58,42.91,0.05,1376.0,-56.54,42.06,7.52,38.81,4.45,-102.25,0.2,72.62,131.0,101.0,8.18,18.49,5.86,4.71,-0.94,-4.35,-4.94,4.37,4.92,0.38,66.97,0.11,0.0,162.89,1.72
460,-147.35,65.07,96,101,-100.99,73.72,0.06,274.0,-100.51,70.18,5.84,68.3,-4.64,-59.65,0.2,356.93,902.0,182.0,0.3,0.3,2.16,5.43,2.35,-4.01,-4.7,17.32,4.49,1.4,53.39,0.04,32.09,1160.99,2.51
461,-154.31,60.35,184,101,-72.83,56.98,0.06,310.0,-66.97,58.88,8.28,55.16,8.94,-173.38,0.19,243.24,101.0,16111.0,2.18,2.18,4.73,6.79,-8.88,-1.03,7.09,125.87,-4.16,5.75,56.07,0.08,2.65,5546.7,2.54
462,-154.31,60.35,153,101,-74.59,61.37,0.02,400.0,-72.79,61.71,9.66,2.61,0.95,-153.89,0.2,64.69,902.0,16111.0,5.97,22.92,9.65,0.44,-0.85,-0.42,-8.79,0.03,8.79,0.01,86.34,0.2,9.04,145.52,2.68
463,-135.9,57.86,24,101,-131.86,61.74,0.08,264.0,-139.87,64.84,3.48,15.15,1.71,-99.49,0.2,324.56,901.0,111.0,0.1,0.1,3.36,0.91,-0.28,-1.69,-3.18,-14.33,3.08,-0.79,25.21,0.04,65.03,774.48,2.03
464,-135.9,57.86,203,101,-58.69,40.05,0.0,971.0,-58.94,39.96,8.23,44.63,4.91,-111.62,0.2,83.43,131.0,101.0,10.32,10.32,5.86,5.78,-1.81,-4.57,-4.21,17.1,4.02,1.24,72.79,0.11,0.0,166.35,1.97
465,-146.35,61.13,41,101,-138.55,66.37,0.02,145.0,-136.81,65.53,9.02,9.53,-1.28,-62.94,0.2,324.16,918.0,111.0,1.48,1.48,8.89,1.49,0.58,-1.14,-9.49,2.07,9.48,0.34,11.94,0.07,22.79,368.21,1.8
466,-146.35,61.13,88,101,-113.97,71.01,0.0,249.0,-114.02,71.24,11.78,34.93,-4.58,-77.94,0.19,2.51,902.0,182.0,1.67,1.67,9.66,6.74,0.96,-4.48,-10.83,11.98,10.6,2.25,37.74,0.13,25.42,991.31,2.24
467,-148.01,60.85,45,101,-139.45,66.16,0.02,182.0,-137.61,65.02,9.98,10.75,-1.31,-61.75,0.2,322.57,918.0,111.0,2.47,2.47,9.8,1.86,0.62,-1.16,-10.46,3.77,10.43,0.69,12.64,0.08,19.45,269.8,1.77
468,-148.01,60.85,184,101,-67.94,55.43,0.02,331.0,-65.57,55.63,8.41,36.96,9.03,169.31,0.2,261.79,101.0,16111.0,5.54,5.54,6.72,5.06,-8.88,1.68,7.06,107.86,-2.17,6.72,52.06,0.11,2.65,5546.7,2.51
469,-149.16,60.95,145,101,-71.1,62.08,0.01,406.0,-72.27,61.93,2.46,-40.89,-2.11,-32.64,0.19,66.0,902.0,16111.0,7.69,21.95,1.86,-1.61,1.78,-1.14,-4.56,-37.14,3.64,-2.75,94.45,0.04,10.16,159.56,2.7
470,-149.16,60.95,163,101,-70.2,57.4,0.0,330.0,-70.37,57.33,8.44,12.58,1.02,146.37,0.19,49.26,902.0,16111.0,8.84,19.98,8.24,1.84,-0.85,0.57,-7.77,17.73,7.4,2.37,87.96,0.16,7.6,6587.38,2.72
471,-149.37,60.49,76,101,-130.6,70.35,0.01,135.0,-131.02,70.88,13.46,36.92,3.05,-100.11,0.2,348.66,918.0,182.0,3.25,3.25,10.76,8.09,-0.54,-3.01,-11.43,26.28,10.25,5.06,35.03,0.15,31.0,438.27,2.15
472,-149.37,60.49,131,101,-77.86,64.11,0.06,387.0,-71.33,62.11,14.39,-45.39,3.83,172.99,0.15,106.84,902.0,101.0,0.07,54.81,10.11,-10.25,-3.8,0.47,-11.64,-57.14,6.32,-9.78,100.0,0.16,14.68,162.13,2.72
473,-149.53,60.88,114,101,-91.38,67.3,0.0,254.0,-91.39,67.46,14.45,76.53,-4.55,-74.14,0.2,16.77,902.0,182.0,3.25,3.25,3.37,14.05,1.24,-4.38,-10.71,64.32,4.64,9.65,54.55,0.06,32.55,471.85,2.05
474,-149.53,60.88,204,101,-62.75,46.52,0.02,814.0,-61.1,47.05,8.03,63.95,5.06,-99.56,0.2,64.82,131.0,101.0,8.58,18.09,3.52,7.21,-0.84,-4.99,-3.46,40.05,2.65,2.23,66.26,0.07,0.04,160.74,2.3
475,-150.67,59.36,95,101,-113.11,69.07,0.03,238.0,-112.69,70.55,5.48,56.7,-4.67,-75.47,0.2,2.56,902.0,182.0,4.04,4.04,3.01,4.58,1.17,-4.52,-4.15,0.59,4.15,0.04,34.11,0.04,29.12,948.96,2.23
476,-150.67,59.36,134,101,-78.29,63.6,0.08,405.0,-69.18,61.91,14.28,-46.31,3.79,173.78,0.15,109.01,902.0,101.0,0.07,54.11,9.87,-10.33,-3.77,0.41,-11.64,-58.39,6.1,-9.92,104.26,0.16,13.67,162.51,2.73
477,-109.6,32.93,154,101,-60.0,22.63,0.1,644.0,-66.16,21.38,9.81,25.53,5.22,-107.47,0.2,74.91,902.0,101.0,3.55,3.55,8.85,4.23,-1.57,-4.98,-7.33,-6.12,7.29,-0.78,85.8,0.18,20.04,141.61,2.67
478,-109.6,32.93,124,101,-64.65,28.77,0.09,525.0,-69.99,27.44,16.92,3.68,4.58,-138.68,0.19,85.82,902.0,101.0,16.91,16.91,16.89,1.09,-3.44,-3.02,-13.61,-8.2,13.47,-1.94,91.59,0.33,55.29,64.71,2.69
479,-111.22,33.04,123,101,-66.46,29.57,0.07,524.0,-70.43,27.86,16.98,27.91,4.59,-114.99,0.19,61.51,902.0,101.0,17.51,17.51,15.01,7.95,-1.94,-4.16,-13.63,16.17,13.09,3.79,91.95,0.3,56.91,61.47,2.7
480,-111.22,33.04,166,101,-57.69,21.98,0.08,638.0,-62.62,20.58,11.25,-19.0,5.03,132.5,0.19,71.08,902.0,101.0,3.8,3.8,10.64,-3.66,-3.4,3.71,-7.23,0.22,7.23,0.03,84.5,0.21,26.51,137.35,2.7
481,-111.22,33.04,114,101,-71.14,32.05,0.07,518.0,-75.16,30.27,15.9,43.51,6.35,-123.92,0.19,60.17,902.0,101.0,18.37,18.37,11.53,10.94,-3.55,-5.27,-9.8,35.16,8.01,5.64,90.33,0.23,84.32,76.82,2.65
482,-121.04,50.45,131,101,-63.86,47.04,0.06,471.0,-69.06,47.31,13.33,-8.96,3.47,-147.0,0.19,70.38,902.0,101.0,15.38,39.51,13.17,-2.08,-2.91,-1.89,-11.01,-21.09,10.27,-3.96,107.69,0.27,11.95,168.0,2.75
483,-121.04,50.45,187,101,-57.01,37.1,0.1,485.0,-63.68,35.87,8.87,43.06,8.99,177.35,0.19,255.05,101.0,16111.0,1.44,21.96,6.48,6.06,-8.98,0.42,6.92,111.08,-2.49,6.46,52.82,0.1,3.18,233.02,2.52
484,-121.04,50.45,12,101,-118.82,52.53,0.08,320.0,-124.5,49.9,4.37,-13.54,2.41,166.58,0.18,53.36,903.0,101.0,3.84,13.3,4.25,-1.02,-2.34,0.56,-1.96,-13.89,1.9,-0.47,13.63,0.03,102.03,1042.36,1.55
485,-129.82,59.28,108,101,-77.76,62.25,0.07,347.0,-87.01,62.6,8.81,-32.38,4.03,-154.54,0.19,81.09,902.0,101.0,5.35,52.86,7.44,-4.72,-3.64,-1.73,-7.47,-59.66,3.77,-6.45,56.79,0.12,34.97,145.59,2.17
486,-129.82,59.28,146,101,-59.9,54.09,0.08,610.0,-67.87,55.07,2.19,-56.73,-2.2,-80.86,0.19,99.51,902.0,16111.0,14.64,14.64,1.2,-1.83,0.35,-2.18,-4.3,-68.89,1.55,-4.01,83.13,0.02,9.39,159.33,2.66
487,-129.82,59.28,216,101,-51.67,34.13,0.06,1452.0,-55.93,34.3,6.68,25.21,4.27,-113.28,0.2,89.54,131.0,101.0,9.52,9.52,6.04,2.85,-1.69,-3.92,-4.5,-13.74,4.37,-1.07,35.16,0.08,0.0,166.1,2.43
488,-138.92,63.87,137,101,-60.19,62.78,0.06,426.0,-67.09,61.66,7.69,-47.11,3.75,173.46,0.15,111.13,902.0,101.0,0.07,53.25,5.24,-5.64,-3.73,0.43,-5.42,-73.77,1.51,-5.2,99.59,0.08,13.3,159.86,2.72
489,-138.92,63.87,137,101,-60.19,62.78,0.06,426.0,-67.09,61.66,7.69,-47.11,3.75,173.46,0.15,111.13,902.0,101.0,0.07,53.25,5.24,-5.64,-3.73,0.43,-5.42,-73.77,1.51,-5.2,99.59,0.08,13.3,159.86,2.72
490,-138.92,63.87,48,101,-127.39,69.19,0.06,150.0,-131.8,66.45,-23.8,-94.93,2.95,115.27,0.15,68.83,918.0,101.0,0.07,57.36,-2.05,-23.71,-1.26,2.67,21.28,-98.92,-3.3,-21.02,13.23,0.0,32.33,351.43,1.76
491,-115.34,44.93,151,101,-59.83,35.76,0.11,670.0,-66.02,40.14,1.5,-82.08,1.84,-154.52,0.2,63.83,101.0,16111.0,0.1,0.1,0.21,-1.49,-1.66,-0.79,2.7,-122.61,-1.46,-2.28,97.8,0.0,2.78,183.71,2.73
492,-115.34,44.93,128,101,-63.3,40.78,0.13,459.0,-71.71,44.98,15.22,-45.37,2.91,167.69,0.2,126.11,902.0,101.0,18.22,36.85,10.69,-10.83,-2.85,0.62,-12.88,-52.42,7.86,-10.21,59.73,0.19,14.15,165.83,2.29
493,-115.34,44.93,22,101,-110.39,48.37,0.13,309.0,-121.55,48.96,6.95,-39.89,2.18,152.56,0.19,88.88,903.0,101.0,3.95,11.96,5.33,-4.46,-1.94,1.01,-4.83,-45.23,3.4,-3.43,8.88,0.03,41.67,874.91,1.48
494,-115.44,45.82,112,101,-71.0,45.7,0.13,460.0,-80.57,48.83,15.91,-7.96,5.53,-169.52,0.19,108.62,902.0,101.0,19.29,38.93,15.76,-2.2,-5.43,-1.0,-10.82,-17.46,10.32,-3.25,80.01,0.3,24.11,159.3,2.46
495,-115.44,45.82,95,101,-80.32,49.79,0.13,448.0,-91.02,52.42,8.45,-28.3,4.94,-161.76,0.19,103.7,902.0,101.0,19.29,38.93,7.44,-4.01,-4.69,-1.55,-6.17,-63.67,2.74,-5.53,75.32,0.14,34.62,150.5,2.13
496,-115.44,45.82,80,101,-88.84,52.97,0.13,297.0,-100.65,54.91,11.32,-47.4,3.59,174.56,0.19,97.18,918.0,101.0,19.29,38.93,7.67,-8.34,-3.57,0.34,-9.01,-63.06,4.08,-8.03,72.2,0.14,20.99,1286.43,2.61
497,-115.7,45.62,146,101,-60.07,38.02,0.1,673.0,-66.2,41.06,1.5,-82.08,-2.15,-47.79,0.2,64.08,101.0,16111.0,0.1,0.1,0.21,-1.49,1.44,-1.59,-3.49,-61.8,1.65,-3.08,61.09,0.0,4.47,170.17,2.56
498,-115.7,45.62,173,101,-55.23,36.29,0.13,454.0,-63.76,39.64,10.32,-31.29,1.95,-160.16,0.2,112.97,902.0,101.0,2.46,21.37,8.82,-5.36,-1.84,-0.66,-9.22,-40.79,6.98,-6.02,65.75,0.16,1.79,960.5,2.59
499,-115.7,45.62,119,101,-67.14,43.75,0.12,457.0,-76.01,47.08,15.97,-7.77,5.67,-169.09,0.19,109.61,902.0,101.0,19.29,38.93,15.83,-2.16,-5.57,-1.07,-10.76,-17.69,10.25,-3.27,95.87,0.32,21.94,159.94,2.71
500,-116.17,43.55,145,101,-61.55,36.59,0.1,675.0,-66.07,41.2,1.5,-82.08,-1.95,-30.66,0.19,64.24,101.0,16111.0,0.1,0.1,0.21,-1.49,1.68,-0.99,-3.11,-52.77,1.88,-2.48,68.22,0.0,4.17,170.52,2.6
501,-116.17,43.55,138,101,-61.49,38.6,0.13,287.0,-68.71,43.46,6.98,-73.59,3.01,143.42,0.2,130.01,902.0,101.0,19.2,33.88,1.97,-6.7,-2.41,1.79,4.92,-95.01,-0.43,-4.9,76.09,0.04,9.43,170.64,2.63
502,-116.17,43.55,165,101,-57.9,32.75,0.13,447.0,-66.45,34.65,11.17,-50.61,4.66,94.33,0.2,100.7,902.0,101.0,5.65,19.33,7.09,-8.63,-0.35,4.65,-7.82,-30.74,6.72,-4.0,90.68,0.15,10.99,356.91,2.82
503,-121.03,50.48,81,101,-93.03,58.26,0.06,315.0,-99.57,57.51,11.63,-0.77,3.55,-140.59,0.19,53.37,918.0,101.0,16.63,41.58,11.63,-0.16,-2.74,-2.25,-9.24,-15.3,8.91,-2.44,71.45,0.21,22.58,1177.9,2.59
504,-121.03,50.48,12,101,-118.81,52.56,0.08,320.0,-124.5,49.9,4.37,-13.54,2.41,166.58,0.18,53.36,903.0,101.0,3.84,13.3,4.25,-1.02,-2.34,0.56,-1.96,-13.89,1.9,-0.47,13.63,0.03,102.03,1042.36,1.55
505,-121.03,50.48,159,101,-59.55,40.3,0.08,718.0,-64.75,38.7,0.87,-43.04,-3.79,-86.33,0.18,61.69,101.0,16111.0,0.09,0.09,0.64,-0.59,0.24,-3.79,-4.47,-78.68,0.88,-4.38,96.3,0.01,5.9,162.73,2.84
506,-108.08,32.85,165,101,-55.28,20.54,0.12,671.0,-62.21,18.47,11.2,-19.32,5.08,133.0,0.2,71.42,902.0,101.0,2.28,2.28,10.57,-3.71,-3.46,3.71,-7.1,-0.13,7.1,-0.02,83.69,0.21,31.83,132.11,2.68
507,-108.08,32.85,119,101,-65.39,29.77,0.1,522.0,-72.15,28.8,15.8,19.87,6.41,-147.27,0.19,84.65,902.0,101.0,18.18,18.18,14.86,5.37,-5.39,-3.47,-9.66,11.14,9.48,1.87,90.59,0.29,46.94,65.6,2.69
508,-108.08,32.85,217,101,-52.59,3.65,0.12,1179.0,-59.46,3.04,2.85,62.86,-3.68,-73.91,0.19,79.35,131.0,101.0,0.1,0.1,1.3,2.54,1.02,-3.53,-2.54,-22.82,2.34,-0.98,77.11,0.02,0.41,97.8,0.77
509,-122.27,52.5,146,101,-60.58,46.12,0.1,578.0,-68.3,44.33,2.44,-19.83,-2.18,-52.92,0.19,68.6,902.0,16111.0,3.72,3.72,2.3,-0.83,1.31,-1.74,-4.43,-35.45,3.61,-2.57,57.26,0.04,7.55,170.17,2.48
510,-122.27,52.5,81,101,-93.65,60.4,0.07,294.0,-100.22,57.97,11.73,-0.76,3.54,-140.47,0.19,52.82,918.0,101.0,16.05,42.16,11.73,-0.16,-2.73,-2.25,-9.34,-15.13,9.02,-2.44,70.0,0.21,22.58,1177.9,2.59
