subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
-3.85,-128.67,-23.17,14.41,4.95,-12.28,66.25,91.82,0
-4.36,-128.31,-23.89,14.32,4.95,-12.27,67.39,90.71,0
-4.88,-127.95,-24.62,14.23,4.95,-12.27,68.03,91.2,0
-5.39,-127.6,-25.33,14.15,4.95,-12.26,68.79,88.35,0
-5.92,-127.24,-26.07,14.06,4.94,-12.25,70.07,82.67,0
-6.45,-126.84,-26.82,13.96,4.94,-12.24,70.89,89.55,0
-6.99,-126.47,-27.56,13.86,4.94,-12.23,71.72,96.27,0
1.66,-126.1,-17.25,14.39,4.94,-12.02,73.49,96.96,0
1.36,-125.72,-17.72,14.34,4.93,-12.02,73.89,90.94,0
1.06,-125.35,-18.18,14.28,4.93,-12.02,74.79,101.66,0
0.75,-124.97,-18.65,14.22,4.93,-12.03,75.62,98.93,0
0.45,-124.59,-19.12,14.16,4.93,-12.03,75.95,89.93,0
7.62,-124.21,-18.32,10.81,4.93,-8.37,76.55,97.43,0
7.6,-123.82,-18.43,10.8,4.93,-8.39,76.67,87.98,0
7.58,-123.44,-18.55,10.79,4.92,-8.41,76.46,102.48,0
7.56,-123.05,-18.66,10.77,4.92,-8.43,77.74,106.64,0
7.55,-122.67,-18.77,10.75,4.92,-8.45,76.66,102.13,0
-3.46,-122.28,-29.01,11.37,4.92,-9.97,79.74,98.01,0
-3.53,-121.89,-29.16,11.34,4.92,-9.98,80.44,100.71,0
-3.6,-121.5,-29.32,11.3,4.92,-9.99,80.0,103.11,0
-3.67,-121.11,-29.47,11.27,4.91,-10.0,79.98,98.71,0
-3.73,-120.72,-29.62,11.24,4.91,-10.01,81.12,101.12,0
-8.84,-153.83,-29.77,14.47,6.23,-10.02,80.28,102.52,0
-8.77,-153.67,-29.76,14.48,6.24,-10.03,81.19,102.97,0
-8.7,-153.5,-29.76,14.49,6.25,-10.04,81.34,98.18,0
-8.63,-153.33,-29.76,14.49,6.26,-10.05,81.97,98.56,0
-8.56,-153.15,-29.76,14.5,6.27,-10.06,82.71,103.25,0
30.41,-141.4,24.03,15.33,6.61,-8.85,84.49,102.94,0
30.51,-141.23,24.06,15.31,6.61,-8.82,84.41,93.74,0
30.62,-141.07,24.08,15.28,6.62,-8.79,84.33,97.36,0
30.72,-140.9,24.11,15.25,6.62,-8.76,85.83,93.35,0
30.82,-140.72,24.13,15.22,6.63,-8.73,86.14,101.4,0
30.93,-140.55,24.16,15.19,6.63,-8.7,86.43,100.36,0
31.01,-140.34,24.13,15.18,6.63,-8.69,86.09,109.37,0
31.15,-140.18,24.21,15.13,6.64,-8.63,87.21,106.48,0
31.27,-140.0,24.24,15.1,6.64,-8.6,86.95,92.75,0
31.38,-139.81,24.27,15.06,6.65,-8.56,86.82,100.28,0
36.73,-121.31,23.56,15.13,5.95,-9.89,89.79,98.33,0
30.88,-126.44,22.56,15.81,4.42,-11.87,89.22,95.01,0
30.66,-126.15,22.14,15.72,4.41,-11.81,88.76,87.41,0
15.88,-125.86,2.66,15.08,4.41,-11.96,88.86,87.42,0
15.6,-125.56,2.23,15.04,4.4,-11.96,89.05,87.01,0
13.48,-125.67,1.04,13.92,3.74,-11.38,89.1,103.14,0
7.49,-127.0,-1.55,11.43,2.22,-10.01,89.28,98.39,0
7.0,-126.67,-2.12,11.43,2.21,-10.04,89.37,87.57,0
6.5,-126.33,-2.69,11.43,2.2,-10.07,89.48,77.6,0
6.0,-125.99,-3.26,11.42,2.2,-10.1,89.6,71.47,0
-11.89,-132.65,-19.88,9.24,1.42,-8.61,89.75,76.6,0
-28.3,-139.0,-42.24,8.66,2.12,-8.17,88.41,73.02,0
-28.81,-138.35,-42.71,8.65,2.11,-8.21,86.75,69.04,0
-29.33,-137.69,-43.19,8.64,2.1,-8.24,85.43,66.83,0
-29.86,-137.03,-43.68,8.64,2.09,-8.28,85.88,68.22,0
-21.29,-136.37,-40.98,6.09,2.08,-5.54,85.61,51.68,0
-21.26,-135.7,-40.94,6.07,2.07,-5.55,83.16,49.05,0
-22.1,-136.04,-41.27,5.98,1.98,-5.48,82.48,46.46,0
-30.82,-148.97,-45.0,5.37,1.37,-4.87,81.76,44.36,0
-30.85,-148.21,-44.98,5.35,1.36,-4.88,76.65,43.33,0
16.32,-77.3,-44.95,2.62,-4.29,-4.88,77.78,42.66,0
36.52,-57.43,-24.5,2.66,-4.28,-4.88,77.58,52.0,0
36.71,-57.43,-24.03,2.7,-4.27,-4.89,76.83,59.15,0
80.88,-57.43,-29.08,2.17,-4.26,-3.01,76.0,82.7,0
80.55,-57.43,-29.02,2.16,-4.25,-3.01,73.42,92.04,0
75.56,-61.18,-14.11,2.2,-3.0,-2.05,72.42,96.37,0
76.85,-66.51,-14.14,2.75,-3.46,-2.06,71.65,113.36,0
78.0,-72.23,-14.14,3.58,-4.2,-2.08,70.1,114.01,0
77.61,-72.3,-14.22,3.57,-4.2,-2.1,71.16,102.51,0
77.38,-72.36,-14.35,3.57,-4.2,-2.11,70.4,95.83,0
76.88,-127.41,149.17,3.57,3.43,1.49,69.01,89.89,0
76.63,-127.52,149.12,3.57,3.43,1.48,78.62,90.37,0
76.21,-127.65,148.92,3.56,3.43,1.46,84.48,77.22,0
75.73,-127.81,148.64,3.56,3.43,1.44,84.38,74.59,0
90.06,-102.57,148.58,-6.14,5.53,1.43,84.29,76.44,0
89.63,-102.79,148.34,6.14,5.54,1.4,84.08,71.56,0
69.65,-102.88,-88.75,3.66,5.55,-1.98,76.78,74.91,0
50.75,-115.58,20.16,7.58,5.51,-2.58,83.32,83.58,0
50.71,-115.82,20.35,7.58,5.52,-2.57,82.66,88.18,0
68.75,-101.52,-68.44,4.43,5.53,-1.39,81.69,84.93,0
76.27,-156.76,175.14,2.36,4.95,4.0,81.08,86.96,0
-27.21,146.3,-23.49,10.44,4.0,-6.48,74.61,75.61,0
-24.22,149.18,-20.39,10.46,4.03,-6.47,77.17,77.16,0
-23.81,149.57,-19.91,10.48,4.08,-6.44,76.96,78.05,0
-31.42,129.95,-19.33,10.4,4.32,-6.45,75.73,78.27,0
-49.36,99.08,-18.89,10.93,6.3,-6.45,74.51,79.38,0
-49.17,99.08,-18.64,10.94,6.3,-6.48,77.74,83.15,0
-48.93,99.03,-18.35,10.95,6.3,-6.52,78.26,87.85,0
-46.0,99.03,-18.03,11.91,6.3,-7.63,76.31,139.6,0
-41.43,107.46,-17.79,12.17,6.01,-7.66,77.03,167.49,0
-9.14,-120.49,-17.48,8.04,1.2,-7.69,77.75,187.66,0
-9.19,-120.44,-17.54,8.03,1.2,-7.68,77.92,196.9,0
-9.23,-120.39,-17.6,8.01,1.2,-7.67,77.84,203.9,0
-9.28,-120.35,-17.66,8.0,1.2,-7.66,77.6,209.57,0
-9.33,-120.3,-17.72,7.99,1.2,-7.65,77.36,215.07,0
-6.19,-131.01,-17.78,8.54,1.87,-7.64,77.12,221.29,0
-6.18,-130.89,-17.83,8.51,1.87,-7.61,76.89,228.33,0
-6.14,-130.86,-17.8,8.51,1.87,-7.61,76.65,194.47,0
-6.13,-130.74,-17.84,8.47,1.87,-7.58,76.31,191.0,0
-6.11,-130.67,-17.85,8.46,1.87,-7.56,76.07,197.76,0
33.9,-89.22,-17.58,8.32,-6.86,-7.37,75.82,205.93,0
34.2,-89.25,-17.52,8.29,-6.85,-7.31,75.56,205.02,0
34.46,-89.22,-17.41,8.28,-6.85,-7.28,74.33,151.94,0
34.82,-89.31,-17.4,8.24,-6.84,-7.2,73.08,138.22,0
35.08,-89.28,-17.3,8.22,-6.84,-7.16,72.81,137.08,0
35.5,-89.44,-17.33,8.17,-6.84,-7.07,71.53,128.22,0
35.77,-89.41,-17.23,8.15,-6.83,-7.02,70.23,102.33,0
36.05,-89.37,-17.13,8.13,-6.83,-6.98,69.94,95.7,0
36.38,-89.4,-17.08,8.1,-6.82,-6.92,68.61,98.77,0
36.72,-89.43,-17.03,8.07,-6.82,-6.86,68.32,93.93,0
23.22,-92.76,-17.16,7.48,5.03,-6.97,66.96,111.28,0
23.21,-92.62,-17.64,7.4,5.04,-6.92,66.69,101.4,0
23.2,-92.47,-18.12,7.31,5.05,-6.88,65.58,94.56,0
23.2,-92.33,-18.61,7.23,5.05,-6.83,65.23,96.75,0
23.2,-92.19,-19.11,7.15,5.06,-6.78,63.87,82.01,0
23.32,-91.89,-19.67,7.03,5.07,-6.71,63.52,83.58,0
23.33,-91.75,-20.18,6.95,5.07,-6.67,62.12,99.76,0
23.35,-91.61,-20.69,6.86,5.08,-6.62,61.76,100.56,0
23.37,-91.47,-21.21,6.78,5.09,-6.57,60.34,98.16,0
23.28,-91.48,-21.67,6.72,5.09,-6.54,59.96,122.87,0
17.71,-78.74,-22.31,5.39,-4.2,-6.47,59.59,124.49,0
82.18,-26.05,33.98,5.38,-4.67,-5.94,55.9,151.91,0
82.11,-26.02,33.36,5.31,-4.67,-5.9,55.5,150.36,0
81.63,-26.07,32.61,5.23,-4.66,-5.87,53.96,150.44,0
81.56,-26.04,31.97,5.15,-4.66,-5.83,53.55,149.55,0
81.91,-25.94,31.45,5.06,-4.68,-5.77,51.97,148.39,0
81.43,-25.99,30.67,4.99,-4.66,-5.74,51.56,146.43,0
81.37,-25.96,30.01,4.91,-4.67,-5.7,51.16,141.83,0
81.76,-25.86,29.46,4.82,-4.68,-5.63,50.73,139.71,0
81.27,-25.9,28.66,4.74,-4.67,-5.61,54.1,131.68,0
73.09,-25.64,27.97,4.5,-4.0,-5.57,53.75,128.1,0
73.37,-25.53,27.46,4.42,-4.01,-5.51,55.47,128.32,0
73.18,-25.5,26.82,4.35,-4.01,-5.47,57.75,125.77,0
73.0,-25.48,26.17,4.27,-4.01,-5.43,55.68,121.41,0
72.33,-25.52,25.4,4.21,-4.0,-5.42,55.61,119.21,0
72.14,-25.5,24.74,4.14,-4.0,-5.38,55.53,105.61,0
71.94,-25.47,24.07,4.07,-4.01,-5.35,55.46,108.16,0
72.27,-25.36,23.51,3.98,-4.02,-5.29,55.4,106.84,0
72.08,-25.33,22.82,3.91,-4.02,-5.25,55.33,103.32,0
71.9,-25.31,22.12,3.84,-4.02,-5.22,57.35,106.44,0
48.07,-60.71,21.9,5.45,-2.42,-5.21,50.07,105.3,0
48.25,-60.71,21.95,5.42,-2.42,-5.19,57.27,103.54,0
48.43,-60.71,22.01,5.4,-2.42,-5.16,55.12,102.61,0
48.61,-60.71,22.06,5.37,-2.42,-5.13,55.08,98.47,0
48.79,-60.7,22.11,5.35,-2.42,-5.1,52.84,97.61,0
48.98,-60.7,22.16,5.33,-2.42,-5.07,50.54,97.18,0
48.98,-60.63,22.1,5.32,-2.42,-5.06,50.47,92.52,0
49.35,-60.7,22.26,5.28,-2.42,-5.01,48.08,91.77,0
49.54,-60.69,22.31,5.25,-2.42,-4.98,48.01,96.21,0
49.73,-60.69,22.36,5.23,-2.42,-4.95,47.94,95.42,0
-45.52,140.03,146.15,1.71,2.54,0.84,9.16,1652.22,0
-137.71,140.11,157.56,-0.85,2.54,2.78,8.2,1696.55,0
-70.8,140.18,154.07,0.89,2.54,1.83,7.76,1589.65,0
-66.02,140.26,-113.98,3.24,2.54,1.35,7.24,1689.13,0
-58.68,140.33,-125.88,2.73,2.54,0.76,6.64,1594.76,0
-0.44,140.41,107.87,1.43,2.54,1.69,6.21,1684.51,0
60.54,140.48,102.64,2.47,2.54,3.75,5.28,1592.68,0
-39.38,140.56,140.84,1.44,2.53,1.1,5.06,1789.28,0
-57.06,140.64,-82.91,3.83,2.53,-1.55,6.11,2503.79,0
-63.12,140.72,-88.5,4.26,2.53,-2.09,4.99,2163.77,0
-42.16,143.66,-44.67,7.28,2.52,-4.78,3.87,2243.82,0
-5.42,149.07,8.31,7.31,2.73,-4.99,2.43,2233.14,0
-5.35,149.15,8.43,7.29,2.73,-4.97,1.92,2250.02,0
-5.28,149.23,8.54,7.27,2.73,-4.95,2.92,2281.06,0
-5.21,149.31,8.66,7.25,2.73,-4.93,3.26,2092.96,0
-5.14,149.4,8.78,7.23,2.73,-4.91,3.57,2077.18,0
-5.07,149.48,8.9,7.21,2.72,-4.89,5.99,2061.67,0
-4.99,149.57,9.02,7.19,2.72,-4.88,5.09,2083.72,0
-4.92,149.65,9.15,7.17,2.72,-4.86,4.95,2015.66,0
-4.84,149.74,9.27,7.15,2.72,-4.84,4.91,2039.58,0
-4.4,164.32,1.15,7.52,2.48,-5.11,4.71,1985.83,0
-4.34,166.43,0.19,7.54,2.47,-5.12,4.03,2050.58,0
-4.32,166.53,0.2,7.52,2.47,-5.1,4.67,1915.32,0
-25.2,166.63,-28.73,10.51,2.47,-8.1,4.08,1490.1,0
-25.41,166.73,-29.04,10.47,2.47,-8.07,4.57,1826.35,0
-25.61,166.82,-29.35,10.43,2.47,-8.04,6.25,1964.58,0
-21.92,166.92,-24.24,11.61,2.47,-9.18,6.49,1718.36,0
-18.35,167.03,-19.53,13.12,2.47,-10.66,6.53,1910.77,0
-18.54,167.13,-19.8,13.09,2.47,-10.64,7.22,1631.22,0
-18.74,167.23,-20.07,13.06,2.47,-10.61,6.77,1854.88,0
-18.94,169.62,-20.87,13.07,2.48,-10.62,7.04,1506.34,0
3.75,-167.77,1.91,13.52,2.48,-11.07,6.59,1795.46,0
3.54,-167.68,1.63,13.49,2.48,-11.05,7.3,1516.94,0
9.41,-158.24,6.9,17.71,2.98,-14.82,7.2,419.79,0
9.86,-157.31,7.27,18.21,3.04,-15.27,7.77,1460.89,0
9.78,-157.22,7.16,18.23,3.04,-15.29,9.46,1742.63,0
9.69,-157.13,7.04,18.25,3.04,-15.31,10.07,1417.08,0
9.61,-157.04,6.93,18.27,3.04,-15.33,10.67,1414.34,0
9.52,-156.95,6.8,18.29,3.04,-15.35,12.31,1412.89,0
9.42,-156.85,6.68,18.31,3.05,-15.37,15.19,1181.1,0
-2.42,-154.75,-7.89,14.97,2.59,-12.73,26.74,1161.46,0
-4.44,-156.17,-10.21,14.54,2.6,-12.31,38.92,205.33,0
-4.61,-156.15,-10.42,14.53,2.6,-12.3,41.95,204.07,0
-4.06,-156.14,-9.94,14.2,2.6,-11.97,42.18,132.71,0
-0.83,-156.12,-6.75,13.0,2.6,-10.7,42.42,1508.95,0
-1.01,-156.1,-6.96,13.02,2.6,-10.72,42.88,1602.06,0
-1.19,-156.09,-7.18,13.04,2.6,-10.74,44.04,1542.38,0
-1.03,-162.14,-5.61,13.25,2.62,-10.81,44.54,219.25,0
1.51,156.65,9.24,14.98,3.76,-11.67,45.07,156.18,0
0.38,156.71,8.26,14.28,3.76,-10.94,47.39,154.63,0
-2.33,157.68,4.25,12.64,3.26,-9.63,48.06,152.93,0
-2.52,157.7,3.99,12.64,3.26,-9.63,48.93,149.95,0
0.27,157.72,7.32,13.02,3.26,-10.08,49.11,146.79,0
3.88,157.75,10.67,14.88,3.26,-12.03,49.34,143.46,0
4.42,157.77,10.94,15.58,3.26,-12.74,51.02,137.31,0
4.86,159.16,10.89,15.36,3.1,-12.63,51.56,127.58,0
-4.0,-177.38,-5.56,9.68,1.75,-7.94,52.5,116.54,0
-8.32,-177.42,-11.05,8.97,1.76,-7.25,52.45,114.96,0
-9.18,-177.45,-12.22,8.72,1.76,-7.0,52.4,108.68,0
-9.17,-177.48,-12.2,8.71,1.76,-6.99,52.48,106.68,0
-9.16,-177.75,-19.1,8.7,4.11,-4.75,54.11,105.32,0
1.98,-177.56,1.67,11.22,4.11,-7.11,53.82,104.07,0
2.25,-177.37,2.07,12.72,4.11,-8.61,55.53,108.01,0
-0.65,-177.18,-2.2,13.14,4.11,-9.05,55.93,111.93,0
-0.68,-176.98,-2.33,13.13,4.1,-9.03,51.09,118.66,0
-3.16,-176.79,-6.45,11.96,4.1,-7.89,51.49,114.51,0
-3.24,-176.59,-6.69,11.94,4.1,-7.88,53.14,115.8,0
-1.81,-164.25,-10.77,12.29,4.28,-8.31,53.33,117.07,0
2.9,-141.85,-16.25,13.22,5.32,-9.41,54.26,117.13,0
3.0,-141.62,-16.21,13.22,5.32,-9.42,54.41,114.45,0
3.1,-152.28,-5.83,13.22,3.7,-9.98,60.42,111.95,0
0.45,-151.94,-9.79,12.8,3.7,-9.68,55.73,111.47,0
0.21,-151.61,-10.25,12.75,3.7,-9.66,55.67,111.0,0
0.31,-151.27,-10.23,12.73,3.7,-9.65,57.99,110.52,0
0.44,-150.93,-10.18,12.7,3.69,-9.63,56.15,110.05,0
0.5,-150.59,-10.2,12.7,3.69,-9.64,63.55,109.64,0
-4.51,-150.24,-18.41,11.48,3.69,-8.7,63.65,109.16,0
-7.11,-149.89,-22.68,10.97,3.69,-8.36,64.67,108.69,0
-7.31,-149.55,-23.04,10.95,3.68,-8.36,64.57,97.06,0
-1.02,-149.2,-14.77,11.11,3.68,-8.23,64.47,96.06,0
-0.5,-148.84,-14.15,11.13,3.68,-8.25,65.43,80.7,0
-0.69,-148.49,-14.52,11.12,3.68,-8.26,65.35,89.47,0
-0.88,-148.13,-14.89,11.1,3.67,-8.27,65.41,90.19,0
-3.86,-128.63,-23.2,14.39,4.95,-12.27,65.52,91.82,0
-4.37,-128.27,-23.92,14.3,4.94,-12.26,67.39,90.71,0
-4.88,-127.9,-24.65,14.21,4.94,-12.25,68.03,91.2,0
-5.4,-127.53,-25.38,14.12,4.94,-12.24,69.25,80.65,0
-5.93,-127.16,-26.12,14.03,4.94,-12.23,70.07,82.67,0
-6.46,-126.79,-26.86,13.94,4.94,-12.22,70.89,85.08,0
-7.0,-126.42,-27.6,13.84,4.93,-12.21,71.15,96.27,0
1.66,-126.05,-17.24,14.39,4.93,-12.02,72.06,96.96,0
1.36,-125.67,-17.71,14.33,4.93,-12.02,73.89,101.81,0
1.06,-125.29,-18.18,14.27,4.93,-12.03,74.79,101.66,0
0.75,-124.91,-18.65,14.21,4.93,-12.03,75.34,98.93,0
0.45,-124.53,-19.12,14.15,4.93,-12.03,75.95,89.93,0
7.61,-124.15,-18.28,10.83,4.92,-8.38,76.55,97.43,0
7.59,-123.77,-18.39,10.81,4.92,-8.4,76.36,107.93,0
7.58,-123.38,-18.51,10.8,4.92,-8.42,76.46,102.48,0
7.56,-123.0,-18.62,10.78,4.92,-8.44,76.56,106.64,0
7.54,-122.61,-18.74,10.76,4.92,-8.46,79.68,102.13,0
-3.45,-122.22,-28.97,11.38,4.92,-9.98,79.74,98.01,0
-3.52,-121.83,-29.12,11.34,4.91,-9.99,79.69,108.52,0
-3.59,-121.44,-29.28,11.31,4.91,-10.0,80.0,103.11,0
-3.66,-121.05,-29.43,11.28,4.91,-10.01,79.98,105.55,0
-3.73,-120.65,-29.58,11.24,4.91,-10.02,80.13,101.12,0
-8.82,-153.87,-29.73,14.49,6.24,-10.03,80.28,102.52,0
-8.75,-153.71,-29.72,14.5,6.25,-10.04,81.19,102.97,0
-8.68,-153.54,-29.72,14.51,6.26,-10.05,81.14,103.34,0
-8.62,-153.37,-29.72,14.51,6.27,-10.06,81.76,98.56,0
-8.55,-153.19,-29.72,14.52,6.28,-10.07,82.71,103.25,0
30.48,-141.45,24.15,15.31,6.62,-8.81,84.55,102.94,0
30.58,-141.29,24.17,15.28,6.62,-8.78,84.41,101.53,0
30.68,-141.12,24.2,15.25,6.63,-8.75,84.49,97.36,0
30.79,-140.95,24.23,15.22,6.63,-8.72,85.83,93.35,0
30.89,-140.77,24.26,15.19,6.64,-8.69,86.14,101.4,0
31.0,-140.59,24.28,15.16,6.64,-8.66,85.69,100.36,0
31.11,-140.41,24.31,15.13,6.64,-8.62,86.09,109.37,0
31.23,-140.23,24.34,15.1,6.65,-8.59,87.29,106.48,0
31.34,-140.04,24.37,15.06,6.65,-8.56,86.95,92.75,0
31.46,-139.85,24.4,15.03,6.65,-8.52,89.23,100.28,0
36.86,-121.27,23.68,15.08,5.94,-9.84,89.79,98.33,0
31.03,-126.31,22.69,15.74,4.41,-11.81,89.22,95.01,0
30.81,-126.02,22.26,15.65,4.4,-11.75,88.76,87.41,0
15.96,-125.72,2.67,15.01,4.4,-11.9,88.86,87.42,0
15.68,-125.43,2.24,14.97,4.39,-11.9,88.9,87.01,0
13.55,-125.5,1.04,13.84,3.73,-11.31,89.1,103.14,0
7.54,-126.67,-1.56,11.36,2.21,-9.96,89.28,98.39,0
7.04,-126.34,-2.13,11.36,2.2,-9.99,89.37,87.57,0
6.54,-126.0,-2.7,11.35,2.19,-10.01,89.48,77.6,0
6.04,-125.66,-3.28,11.35,2.19,-10.04,89.43,61.47,0
-11.99,-131.91,-20.01,9.16,1.4,-8.55,89.57,76.6,0
-28.56,-138.59,-42.51,8.59,2.1,-8.13,88.41,73.02,0
-29.07,-137.93,-42.99,8.58,2.09,-8.16,86.75,69.04,0
-29.6,-137.27,-43.47,8.57,2.08,-8.2,85.43,57.05,0
-30.13,-136.6,-43.95,8.57,2.07,-8.24,84.36,54.35,0
-21.4,-135.93,-41.06,6.06,2.06,-5.53,83.79,51.68,0
-21.38,-135.25,-41.01,6.04,2.05,-5.54,83.16,49.05,0
-22.22,-135.58,-41.34,5.95,1.97,-5.48,78.37,46.46,0
-31.01,-148.39,-45.06,5.34,1.35,-4.87,77.46,44.36,0
-31.03,-147.61,-45.03,5.32,1.33,-4.87,76.65,43.33,0
-131.43,-61.55,-90.02,-2.18,-3.0,4.28,75.93,45.15,0
36.47,-57.52,-24.52,2.67,-4.27,-4.88,77.58,52.0,0
36.69,-57.47,-24.03,2.7,-4.27,-4.88,76.83,59.15,0
80.88,-57.43,-29.08,2.17,-4.26,-3.01,76.0,82.7,0
80.2,-57.5,-28.95,2.16,-4.25,-3.02,73.42,92.04,0
74.91,-61.32,-14.0,2.21,-2.99,-2.07,72.42,96.37,0
76.34,-66.61,-14.01,2.76,-3.46,-2.08,69.99,117.25,0
77.66,-72.27,-14.02,3.58,-4.2,-2.1,66.48,123.35,0
77.26,-72.34,-14.09,3.58,-4.2,-2.12,71.16,110.38,0
77.02,-72.4,-14.22,3.58,-4.2,-2.13,69.64,102.03,0
76.54,-127.49,148.85,3.58,3.43,1.47,69.01,89.89,0
76.28,-127.59,148.79,3.57,3.43,1.46,78.62,90.37,0
75.86,-127.73,148.58,3.57,3.43,1.44,78.5,77.22,0
75.39,-127.88,148.31,3.57,3.43,1.43,84.38,64.78,0
89.63,-102.87,148.23,6.14,5.54,1.41,84.29,68.5,0
89.19,-103.1,147.97,6.14,5.55,1.39,84.08,71.56,0
69.65,-102.88,-88.75,3.66,5.55,-1.98,76.78,74.91,0
50.75,-115.58,20.16,7.58,5.51,-2.58,83.32,83.58,0
50.71,-115.82,20.35,7.58,5.52,-2.57,82.66,88.18,0
68.75,-101.52,-68.44,4.43,5.53,-1.39,81.69,84.93,0
76.27,-156.76,175.14,2.36,4.95,4.0,81.08,86.96,0
-24.67,149.23,-21.12,10.43,4.04,-6.42,76.39,72.24,0
-24.25,149.53,-20.59,10.45,4.08,-6.41,77.32,74.0,0
-23.82,149.74,-20.01,10.47,4.1,-6.41,76.96,78.05,0
-31.48,130.23,-19.47,10.38,4.34,-6.4,75.73,78.27,0
-49.5,99.19,-19.02,10.91,6.3,-6.41,74.51,79.38,0
-49.26,99.15,-18.72,10.93,6.3,-6.45,77.74,79.52,0
-49.07,99.14,-18.47,10.93,6.3,-6.47,78.26,87.85,0
-46.15,99.13,-18.16,11.88,6.3,-7.58,77.91,98.48,0
-41.55,107.6,-17.91,12.14,6.01,-7.61,77.67,147.48,0
-9.19,-120.25,-17.56,8.0,1.2,-7.65,77.75,187.66,0
-9.23,-120.2,-17.62,7.99,1.2,-7.64,77.92,196.9,0
-9.3,-120.04,-17.72,7.95,1.2,-7.62,77.84,203.9,0
-9.35,-119.99,-17.78,7.94,1.2,-7.61,77.6,209.57,0
-9.4,-119.94,-17.84,7.93,1.2,-7.6,76.45,197.38,0
-1.77,-126.19,-13.55,8.41,1.86,-7.52,76.21,182.5,0
-1.74,-126.16,-13.53,8.41,1.86,-7.52,75.96,179.51,0
-1.73,-126.04,-13.57,8.37,1.86,-7.49,74.78,176.58,0
-1.7,-126.06,-13.51,8.39,1.86,-7.51,76.31,191.0,0
-1.68,-125.94,-13.55,8.36,1.86,-7.48,75.12,187.56,0
38.57,-84.99,-13.25,8.29,-6.86,-7.3,74.87,194.14,0
38.92,-85.08,-13.23,8.25,-6.85,-7.23,74.6,191.42,0
39.28,-85.18,-13.21,8.21,-6.85,-7.15,73.36,139.41,0
39.59,-85.21,-13.15,8.18,-6.84,-7.09,72.09,130.47,0
35.22,-89.47,-17.43,8.19,-6.84,-7.11,71.81,129.34,0
40.19,-85.21,-13.01,8.13,-6.84,-6.99,70.51,121.3,0
40.46,-85.18,-12.93,8.11,-6.83,-6.95,70.23,102.33,0
36.15,-89.5,-17.23,8.11,-6.83,-6.95,69.94,95.7,0
36.49,-89.54,-17.17,8.08,-6.82,-6.88,68.61,98.77,0
41.54,-85.34,-12.82,8.01,-6.82,-6.74,67.26,113.24,0
23.54,-92.28,-17.31,7.38,5.03,-6.91,66.96,111.28,0
23.53,-92.14,-17.8,7.3,5.04,-6.86,65.93,97.95,0
28.52,-86.87,-13.99,7.09,-5.04,-6.74,64.59,83.31,0
28.53,-86.73,-14.49,7.01,-5.05,-6.69,64.23,82.71,0
28.41,-86.75,-14.95,6.96,-5.06,-6.66,62.85,98.88,0
28.42,-86.61,-15.47,6.87,-5.07,-6.61,62.49,99.7,0
28.45,-86.47,-15.99,6.79,-5.07,-6.56,61.08,99.86,0
28.62,-86.18,-16.57,6.67,-5.08,-6.49,60.71,99.64,0
28.51,-86.2,-17.05,6.61,-5.09,-6.47,59.26,95.52,0
23.65,-91.02,-21.89,6.62,5.09,-6.48,59.96,122.87,0
23.01,-73.04,-18.26,5.18,-4.22,-6.35,57.41,130.34,0
82.18,-26.05,33.98,5.38,-4.67,-5.94,55.9,151.91,0
82.11,-26.02,33.36,5.31,-4.67,-5.9,55.5,150.36,0
82.44,-25.92,32.86,5.22,-4.68,-5.84,53.96,150.44,0
82.39,-25.89,32.22,5.14,-4.69,-5.79,53.55,149.55,0
82.33,-25.87,31.58,5.06,-4.69,-5.75,51.97,148.39,0
82.29,-25.84,30.92,4.98,-4.69,-5.7,51.56,146.43,0
81.81,-25.89,30.13,4.9,-4.68,-5.68,51.16,141.83,0
82.21,-25.79,29.58,4.82,-4.69,-5.61,50.73,139.71,0
82.17,-25.76,28.9,4.73,-4.69,-5.57,54.1,136.84,0
73.55,-25.56,28.09,4.49,-4.01,-5.54,53.75,134.31,0
73.37,-25.53,27.46,4.42,-4.01,-5.51,55.47,128.32,0
73.18,-25.5,26.82,4.35,-4.01,-5.47,57.75,125.77,0
73.48,-25.4,26.29,4.26,-4.03,-5.41,55.68,121.41,0
72.82,-25.45,25.52,4.2,-4.02,-5.4,55.61,119.21,0
73.14,-25.34,24.97,4.12,-4.03,-5.34,55.53,105.61,0
72.45,-25.39,24.18,4.06,-4.02,-5.32,55.46,108.16,0
72.79,-25.29,23.62,3.97,-4.03,-5.26,55.4,106.84,0
72.61,-25.26,22.93,3.9,-4.03,-5.23,55.33,103.32,0
72.44,-25.23,22.23,3.83,-4.03,-5.19,57.35,106.44,0
48.07,-60.71,21.9,5.45,-2.42,-5.21,50.07,105.3,0
48.25,-60.71,21.95,5.42,-2.42,-5.19,57.27,103.54,0
48.61,-60.78,22.11,5.38,-2.42,-5.13,55.12,106.45,0
48.79,-60.78,22.16,5.36,-2.42,-5.1,55.08,98.47,0
48.97,-60.77,22.22,5.34,-2.42,-5.07,52.84,97.61,0
49.16,-60.77,22.27,5.31,-2.42,-5.04,50.54,97.18,0
