subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
-49.08,113.56,-43.7,10.33,2.6,-7.89,95.48,161.16,0
-64.17,78.52,-43.18,11.1,-4.69,-7.89,91.84,164.57,0
-63.91,78.76,-42.91,11.1,-4.7,-7.9,88.54,160.61,0
-63.68,78.9,-42.62,11.1,-4.7,-7.9,82.85,381.57,0
-61.18,79.05,-42.28,12.35,-4.71,-9.23,79.55,406.07,0
-60.95,79.19,-41.99,12.35,-4.72,-9.23,75.95,168.3,0
-32.25,-161.23,-41.71,10.34,1.95,-9.24,70.31,167.3,0
-32.22,-161.17,-41.69,10.34,1.95,-9.24,67.71,169.42,0
-32.2,-161.11,-41.67,10.33,1.95,-9.23,64.41,167.64,0
-32.17,-161.06,-41.65,10.33,1.95,-9.23,62.64,167.61,0
-32.14,-161.0,-41.63,10.33,1.95,-9.23,63.13,167.61,0
-32.11,-160.94,-41.6,10.32,1.95,-9.23,61.5,167.81,0
-32.08,-160.88,-41.58,10.32,1.95,-9.23,60.04,167.29,0
-32.05,-160.83,-41.56,10.32,1.95,-9.22,58.67,167.12,0
-32.02,-160.77,-41.54,10.31,1.95,-9.22,57.24,167.8,0
-31.99,-160.71,-41.52,10.31,1.95,-9.22,55.93,167.8,0
4.36,-106.79,-41.13,8.86,6.92,-9.07,54.63,167.8,0
4.51,-106.76,-40.98,8.86,6.92,-9.06,54.51,161.38,0
4.67,-106.73,-40.83,8.87,6.91,-9.05,53.86,301.81,0
4.83,-106.7,-40.68,8.87,6.91,-9.03,54.41,301.92,0
4.99,-106.67,-40.53,8.87,6.91,-9.02,54.81,238.36,0
5.15,-106.64,-40.38,8.87,6.9,-9.0,54.1,241.17,0
5.32,-106.62,-40.24,8.87,6.9,-8.98,53.79,214.82,0
43.04,177.34,110.87,8.87,8.97,6.91,53.83,233.02,0
43.2,177.34,110.85,8.87,8.95,6.93,54.77,229.91,0
43.36,177.33,110.74,8.87,8.93,6.95,60.15,162.24,0
24.9,177.06,75.68,11.43,9.04,-5.47,58.84,222.04,0
-9.66,-141.47,-103.69,3.47,5.61,4.16,50.03,160.91,0
-9.66,-141.3,-103.52,3.47,5.61,4.17,48.11,160.08,0
-9.66,-141.13,-103.35,3.47,5.61,4.19,47.19,152.68,0
-9.66,-140.96,-103.18,3.47,5.61,4.2,46.26,158.88,0
-9.66,-140.8,-103.01,3.47,5.61,4.21,45.28,161.9,0
-9.66,-140.63,-102.84,3.47,5.62,4.22,44.47,189.92,0
-9.66,-140.46,-102.67,3.47,5.62,4.23,44.4,166.73,0
-9.66,-140.29,-102.5,3.47,5.62,4.24,43.53,180.7,0
-9.66,-140.13,-102.33,3.47,5.62,4.25,42.58,237.44,0
8.18,-137.83,-19.53,8.49,4.51,-5.36,41.85,166.83,0
8.18,-137.8,-19.54,8.49,4.51,-5.36,43.51,164.67,0
8.18,-137.76,-19.56,8.49,4.51,-5.36,42.74,175.22,0
8.18,-137.72,-19.57,8.49,4.51,-5.37,43.73,174.87,0
8.18,-137.69,-19.58,8.49,4.51,-5.37,43.49,175.13,0
8.18,-137.65,-19.6,8.49,4.51,-5.37,42.88,174.77,0
8.18,-137.61,-19.61,8.49,4.51,-5.38,42.36,173.7,0
8.18,-137.58,-19.62,8.49,4.51,-5.38,33.09,173.92,0
8.18,-137.54,-19.64,8.49,4.51,-5.38,31.95,173.57,0
8.18,-137.5,-19.65,8.49,4.51,-5.38,31.69,173.22,0
-6.36,-139.82,-53.5,5.29,3.9,-3.86,31.98,170.99,0
-6.36,-139.78,-53.5,5.29,3.9,-3.86,31.81,169.6,0
-6.36,-139.75,-53.49,5.29,3.9,-3.86,31.66,168.09,0
-6.36,-139.71,-53.49,5.29,3.9,-3.87,31.5,165.56,0
-6.36,-139.67,-53.48,5.29,3.9,-3.87,31.35,165.46,0
-6.36,-139.63,-53.48,5.29,3.9,-3.87,33.68,158.67,0
-6.36,-139.59,-53.47,5.29,3.89,-3.87,31.04,157.81,0
-6.36,-139.56,-53.46,5.29,3.89,-3.88,33.41,156.68,0
-6.36,-139.52,-53.46,5.29,3.89,-3.88,33.29,153.28,0
-6.36,-139.48,-53.45,5.29,3.89,-3.88,33.14,152.57,0
-11.87,-125.73,-38.96,5.12,2.33,-4.7,33.03,151.71,0
-11.87,-125.72,-38.96,5.12,2.33,-4.7,33.15,149.86,0
-11.87,-125.72,-38.96,5.12,2.33,-4.7,33.21,145.4,0
-11.87,-125.71,-38.96,5.12,2.33,-4.7,33.34,144.83,0
-11.87,-125.71,-38.96,5.12,2.33,-4.7,33.47,143.86,0
-11.87,-125.7,-38.95,5.12,2.33,-4.7,33.6,143.17,0
-11.87,-125.7,-38.95,5.12,2.33,-4.7,33.75,142.94,0
-11.87,-125.69,-38.95,5.12,2.33,-4.7,33.82,139.44,0
-11.87,-125.69,-38.95,5.12,2.33,-4.7,33.81,139.95,0
-11.87,-125.68,-38.95,5.12,2.33,-4.7,33.38,140.33,0
-15.88,134.41,9.19,4.38,2.28,-2.65,7.04,1447.11,0
-16.07,134.53,8.8,4.39,2.28,-2.65,8.67,1566.09,0
-16.26,134.66,8.4,4.4,2.28,-2.65,8.37,998.72,0
-16.46,134.78,8.01,4.42,2.29,-2.65,8.08,1635.02,0
-16.65,134.9,7.61,4.43,2.29,-2.65,10.51,1736.0,0
-16.85,135.03,7.21,4.44,2.29,-2.64,10.18,583.4,0
-17.04,135.15,6.82,4.45,2.3,-2.64,10.07,1476.4,0
-17.24,135.28,6.42,4.46,2.3,-2.64,9.94,1468.88,0
-17.43,135.4,6.02,4.47,2.3,-2.63,9.52,946.56,0
-17.63,135.52,5.62,4.48,2.31,-2.63,10.73,1746.06,0
-19.55,138.58,0.19,4.45,2.27,-2.49,13.42,1050.74,0
-35.84,144.46,-36.44,4.34,2.42,-1.92,13.59,955.86,0
-35.97,144.58,-36.87,4.35,2.43,-1.93,13.31,1042.36,0
-36.1,144.69,-37.3,4.36,2.43,-1.93,12.58,985.76,0
-36.23,144.8,-37.74,4.37,2.43,-1.94,9.62,975.77,0
-36.36,144.92,-38.17,4.38,2.44,-1.94,11.25,960.73,0
-36.49,145.03,-38.61,4.38,2.44,-1.94,10.6,942.67,0
-36.62,145.15,-39.05,4.39,2.45,-1.95,9.94,1096.44,0
-36.76,145.26,-39.5,4.4,2.45,-1.95,9.29,1068.36,0
-35.82,146.44,-38.86,4.41,2.45,-1.96,8.65,1050.19,0
-28.8,162.86,-34.28,6.49,2.16,-4.39,9.62,1193.55,0
-28.67,165.31,-34.91,6.64,2.15,-4.58,14.43,1175.02,0
-29.02,165.4,-35.6,6.55,2.15,-4.49,14.27,1159.05,0
-29.37,165.49,-36.31,6.46,2.15,-4.41,14.27,1095.43,0
-29.72,165.59,-37.03,6.37,2.16,-4.32,15.99,1045.06,0
-24.03,165.77,-28.15,6.95,2.17,-4.82,16.36,964.95,0
-18.24,165.87,-19.55,7.89,2.17,-5.72,16.86,924.2,0
-15.32,168.87,-16.33,9.86,2.18,-7.69,21.88,814.73,0
-29.04,156.02,-30.24,10.24,2.18,-8.07,23.6,773.38,0
-29.48,156.11,-30.83,10.19,2.19,-8.02,23.36,726.82,0
-40.55,168.92,-51.68,8.03,2.41,-6.03,23.89,700.62,0
-42.43,170.24,-55.32,7.76,2.45,-5.83,26.25,666.9,0
-42.75,170.29,-55.93,7.7,2.45,-5.77,25.98,663.95,0
-43.08,170.35,-56.56,7.64,2.46,-5.72,28.02,640.14,0
-43.41,170.41,-57.21,7.58,2.47,-5.67,27.59,487.61,0
-43.76,170.48,-57.87,7.51,2.47,-5.62,27.09,466.0,0
-44.11,170.54,-58.55,7.45,2.48,-5.57,28.78,438.0,0
-62.38,177.36,-81.43,5.6,1.86,-4.92,28.0,413.79,0
-66.29,175.37,-86.37,5.35,1.85,-4.74,26.63,438.16,0
-66.78,175.35,-87.21,5.29,1.86,-4.7,24.98,419.59,0
-67.49,175.32,-87.93,5.31,1.86,-4.74,25.26,408.69,0
-68.75,175.29,-88.27,5.56,1.87,-5.02,23.72,393.55,0
-69.34,175.27,-89.18,5.5,1.87,-4.98,21.86,384.55,0
-69.95,175.24,-90.1,5.44,1.87,4.94,22.0,371.06,0
-66.73,166.34,-85.09,5.68,1.89,-4.77,20.11,313.67,0
-46.05,116.04,-35.65,9.01,3.39,-5.89,18.24,304.97,0
-47.16,116.15,-37.01,8.79,3.39,-5.64,17.99,328.22,0
-48.58,115.42,-40.79,8.32,2.78,-5.71,16.99,317.95,0
-49.09,115.49,-41.53,8.31,2.78,-5.68,16.41,310.67,0
-39.32,115.57,-32.06,11.76,2.79,-9.32,15.75,303.51,0
-33.61,115.64,-27.55,15.69,2.79,-13.37,10.74,292.65,0
-33.1,115.72,-27.24,16.34,2.8,-14.03,10.16,284.67,0
-32.66,116.76,-27.22,15.97,2.6,-13.79,8.84,275.27,0
-41.0,144.7,-41.63,10.35,0.91,-9.45,12.34,268.39,0
-44.74,144.64,-45.78,9.85,0.91,-8.96,11.93,260.95,0
-45.51,144.58,-46.66,9.58,0.91,-8.68,11.33,252.13,0
-45.5,144.52,-46.64,9.58,0.92,-8.68,10.68,246.2,0
-45.48,144.77,-52.79,9.58,4.02,-5.67,10.01,239.25,0
-35.4,144.97,-35.63,11.97,4.02,-7.95,10.65,232.54,0
-35.2,145.16,-35.38,12.68,4.02,-8.66,10.42,224.25,0
-38.34,145.36,-40.1,12.37,4.02,-8.36,9.99,212.64,0
-38.35,145.57,-40.22,12.37,4.03,-8.36,9.65,225.29,0
-64.03,145.77,-77.22,12.1,4.03,-8.83,6.22,205.71,0
-63.96,145.96,-77.24,12.07,4.03,-8.81,1.47,202.64,0
-68.05,159.29,-82.55,14.06,3.97,-11.74,1.91,535.7,0
-73.52,-172.87,-87.83,18.74,4.61,-18.55,1.91,1345.89,0
-73.48,-172.69,-87.83,18.73,4.62,-18.55,0.84,1357.39,0
-73.44,171.67,-83.98,18.71,3.52,-17.52,2.02,1393.07,0
-74.93,171.95,-85.38,19.05,3.52,-17.96,1.67,1402.47,0
-75.1,172.23,-85.58,19.06,3.53,-18.0,3.53,1393.02,0
-66.69,172.52,-79.41,15.34,3.54,-13.88,4.31,1307.62,0
-43.5,172.81,-58.13,10.97,3.54,-8.4,0.0,1311.23,0
-42.88,173.09,-57.44,10.98,3.55,-8.39,45.08,1317.31,0
-47.02,173.38,-62.28,11.25,3.56,-8.87,73.68,1328.9,0
-48.48,173.67,-63.97,11.36,3.56,-9.07,18.66,1367.3,0
-48.05,173.96,-63.57,11.35,3.57,-9.04,72.42,1394.37,0
-47.47,174.25,-62.87,11.4,3.57,-9.08,41.96,1374.08,0
-47.03,174.55,-62.44,11.39,3.58,-9.06,72.2,1286.43,0
-46.61,174.84,-62.04,11.38,3.59,-9.03,25.28,1177.9,0
-46.19,175.14,-61.66,11.36,3.59,-9.01,22.58,1085.55,0
-15.51,-165.16,-70.33,5.95,4.88,-3.05,72.51,996.86,0
-42.04,-164.88,-62.09,13.91,4.88,-11.97,72.99,911.44,0
-42.54,-164.61,-62.76,13.86,4.89,-11.99,73.68,931.37,0
-43.05,-164.33,-63.42,13.82,4.89,-12.02,73.41,996.51,0
-43.55,-164.05,-64.08,13.78,4.9,-12.04,74.2,880.09,0
-44.06,-163.77,-64.74,13.73,4.9,-12.06,75.04,145.6,0
-44.57,-163.48,-65.4,13.68,4.91,-12.09,75.33,146.54,0
-36.01,-163.2,-58.15,12.59,4.91,-10.36,76.3,148.46,0
-36.34,-162.91,-58.58,12.59,4.92,-10.42,77.29,149.57,0
-36.67,-162.62,-58.99,12.6,4.92,-10.47,76.9,149.7,0
-37.01,-162.32,-59.41,12.6,4.92,-10.53,77.56,150.55,0
-37.33,-162.03,-59.82,12.6,4.93,-10.58,77.15,150.11,0
-28.53,-161.73,-64.18,8.39,4.93,-6.14,75.32,150.5,0
-28.58,-161.43,-64.16,8.42,4.94,-6.2,72.44,150.38,0
-28.63,-161.13,-64.13,8.44,4.94,-6.25,71.87,150.22,0
-28.68,-160.82,-64.1,8.47,4.94,-6.3,73.01,152.62,0
-28.73,-160.52,-64.07,8.5,4.95,-6.35,72.43,155.04,0
-42.53,-160.21,-75.25,9.13,4.95,-8.09,72.97,156.12,0
-42.6,-159.9,-75.31,9.13,4.95,-8.13,73.35,156.76,0
-42.66,-159.59,-75.37,9.13,4.95,-8.16,73.31,157.11,0
-42.72,-159.27,-75.43,9.13,4.96,-8.19,73.68,157.45,0
-42.78,-158.96,-75.49,9.13,4.96,-8.22,72.91,157.46,0
-50.38,175.91,-75.54,10.85,4.84,-8.26,74.04,158.0,0
-50.22,175.98,-75.41,10.9,4.88,-8.29,73.26,158.17,0
-50.05,176.04,-75.29,10.95,4.91,-8.31,73.82,158.23,0
-49.89,176.11,-75.16,11.0,4.94,-8.34,74.77,158.6,0
-49.74,176.19,-75.04,11.05,4.97,-8.37,74.18,158.47,0
-8.02,-169.54,-17.38,15.86,5.44,-10.84,75.49,158.84,0
-7.99,-169.5,-17.41,15.88,5.47,-10.84,79.19,158.82,0
-7.97,-169.45,-17.44,15.89,5.49,-10.83,80.01,159.3,0
-7.94,-169.4,-17.47,15.9,5.51,-10.82,81.48,159.54,0
-7.92,-169.35,-17.5,15.91,5.53,-10.82,82.95,159.71,0
-7.89,-169.29,-17.53,15.92,5.55,-10.81,83.41,160.05,0
-7.86,-169.23,-17.56,15.93,5.57,-10.8,87.34,159.99,0
-7.83,-169.16,-17.6,15.94,5.59,-10.79,90.24,160.34,0
-7.81,-169.09,-17.63,15.95,5.62,-10.78,93.69,159.63,0
-7.77,-169.02,-17.66,15.95,5.64,-10.78,95.57,160.62,0
-5.38,-157.23,-18.25,17.31,5.84,-12.47,97.45,160.07,0
-11.88,-168.8,-19.07,19.28,4.77,-15.01,98.71,160.69,0
-12.13,-168.59,-19.46,19.25,4.77,-15.0,88.66,161.47,0
-24.02,-168.37,-34.69,18.62,4.76,-15.02,81.85,162.57,0
-24.26,-168.15,-35.04,18.59,4.76,-15.02,75.14,163.38,0
-26.14,-170.35,-35.97,17.57,4.2,-14.38,68.16,163.65,0
-31.06,-179.18,-37.95,15.29,2.95,-12.89,65.31,164.33,0
-31.42,-179.0,-38.4,15.28,2.94,-12.9,62.47,164.93,0
-31.79,-178.83,-38.85,15.26,2.93,-12.9,60.11,165.83,0
-32.16,-178.65,-39.31,15.24,2.92,-12.91,57.83,166.49,0
-44.22,165.68,-51.33,13.91,2.89,-11.5,107.73,167.18,0
-54.33,168.2,-66.41,13.19,3.4,-10.94,107.93,168.0,0
-54.67,168.51,-66.84,13.16,3.39,-10.95,101.61,168.67,0
-55.01,168.83,-67.27,13.13,3.37,-10.96,98.11,169.08,0
-55.36,169.16,-67.71,13.09,3.36,-10.96,92.05,169.86,0
-53.4,169.48,-76.72,7.7,3.34,-5.72,83.5,169.91,0
-53.39,169.81,-76.75,7.67,3.33,-5.72,80.86,169.07,0
-53.96,168.95,-77.22,7.58,3.28,-5.64,75.66,169.86,0
-59.65,157.7,-81.79,7.0,3.08,-4.92,73.3,170.64,0
-59.68,157.95,-81.88,6.98,3.06,-4.92,71.02,170.73,0
38.26,-50.38,-27.92,1.88,-4.5,-4.91,68.13,169.33,0
-17.38,-106.63,-83.96,1.9,4.5,-4.9,66.23,168.52,0
-17.0,-106.49,-83.6,1.91,4.49,-4.9,65.23,167.36,0
-16.61,-106.36,-83.23,1.93,4.49,-4.89,63.26,167.06,0
-81.8,-35.93,-49.85,1.5,-3.3,-4.48,60.6,170.89,0
-81.82,-30.23,-52.25,1.5,-1.98,-3.14,60.08,170.52,0
-81.83,-47.38,-61.4,1.5,-2.16,-3.5,58.07,170.17,0
-81.85,-66.15,-71.71,1.5,-2.72,-4.19,58.93,169.9,0
-81.86,-66.08,-71.68,1.5,-2.72,-4.18,100.59,169.75,0
-81.88,-66.01,-71.64,1.5,-2.72,-4.18,99.87,169.8,0
-81.9,-153.66,-121.5,1.5,1.79,2.68,98.62,170.06,0
-81.92,-153.92,-121.75,1.5,1.8,2.68,99.56,172.76,0
-37.37,-176.97,-48.49,11.04,2.7,-9.15,98.83,168.56,0
-38.16,-178.09,-49.18,11.04,2.69,-9.15,98.63,170.59,0
-17.5,-132.96,-48.96,8.73,4.55,-7.92,98.43,168.32,0
-17.19,-133.23,-48.48,8.78,4.55,-7.92,98.74,170.18,0
-16.87,-133.5,-48.0,8.82,4.54,-7.91,97.8,169.04,0
-16.56,-133.77,-47.52,8.87,4.54,-7.91,97.5,158.11,0
-15.3,-133.28,-46.13,8.93,4.55,-7.9,96.6,162.42,0
-15.93,-134.32,-46.56,8.97,4.54,-7.9,96.3,162.73,0
-44.06,142.26,-46.07,10.02,2.14,-7.89,96.0,159.12,0
-43.53,142.39,-45.48,10.08,2.2,-7.89,96.37,160.39,0
-43.0,142.56,-44.88,10.14,2.26,-7.89,96.07,158.68,0
-42.47,142.7,-44.29,10.2,2.32,-7.89,95.77,162.93,0
-48.1,114.84,-42.79,10.34,2.6,-7.89,95.48,161.16,0
-64.14,78.62,-43.2,11.1,-4.69,-7.89,91.84,164.57,0
-63.91,78.76,-42.91,11.1,-4.7,-7.9,88.54,160.61,0
-62.72,79.94,-41.71,11.11,-4.7,-7.9,85.03,381.57,0
-61.18,79.05,-42.28,12.35,-4.71,-9.23,79.55,406.07,0
-60.95,79.19,-41.99,12.35,-4.72,-9.23,75.95,168.3,0
-31.34,-160.31,-40.8,10.34,1.95,-9.24,70.31,167.3,0
-31.31,-160.26,-40.78,10.33,1.95,-9.23,67.71,169.42,0
-31.28,-160.2,-40.76,10.33,1.95,-9.23,67.85,167.64,0
-31.25,-160.14,-40.74,10.33,1.95,-9.23,64.97,169.38,0
-32.14,-161.0,-41.63,10.33,1.95,-9.23,63.13,167.61,0
-32.11,-160.94,-41.6,10.32,1.95,-9.23,61.5,167.81,0
-31.17,-159.97,-40.67,10.32,1.95,-9.22,60.04,167.29,0
-32.05,-160.83,-41.56,10.32,1.95,-9.22,58.67,167.12,0
-31.11,-159.85,-40.63,10.31,1.95,-9.22,57.39,167.8,0
-31.99,-160.71,-41.52,10.31,1.95,-9.22,55.93,167.8,0
5.28,-105.93,-40.23,8.86,6.92,-9.07,54.63,167.8,0
4.51,-106.76,-40.98,8.86,6.92,-9.06,54.51,161.38,0
5.59,-105.87,-39.92,8.87,6.92,-9.04,53.86,301.81,0
4.83,-106.7,-40.68,8.87,6.91,-9.03,54.41,301.92,0
4.99,-106.67,-40.53,8.87,6.91,-9.02,54.81,238.36,0
5.15,-106.64,-40.38,8.87,6.9,-9.0,54.1,241.17,0
5.32,-106.62,-40.24,8.87,6.9,-8.98,53.79,214.82,0
43.04,177.34,110.81,8.87,8.96,6.91,53.83,233.02,0
43.2,177.34,110.8,8.87,8.95,6.93,54.77,229.91,0
43.36,177.33,110.74,8.87,8.93,6.95,60.15,162.24,0
24.9,177.06,75.68,11.43,9.04,-5.47,58.84,222.04,0
-8.68,-140.47,-102.29,3.5,5.6,4.16,50.03,160.91,0
-9.66,-141.3,-103.52,3.47,5.61,4.17,48.11,160.08,0
-9.66,-141.13,-103.35,3.47,5.61,4.19,47.19,152.68,0
-8.68,-139.97,-101.78,3.5,5.61,4.19,46.26,158.88,0
-9.66,-140.8,-103.01,3.47,5.61,4.21,45.28,161.9,0
-8.68,-139.63,-101.44,3.5,5.61,4.21,44.47,189.92,0
-8.68,-139.46,-101.27,3.5,5.61,4.22,44.4,166.73,0
-9.66,-140.29,-102.5,3.47,5.62,4.24,43.53,180.7,0
-9.66,-140.13,-102.33,3.47,5.62,4.25,42.58,237.44,0
9.1,-136.79,-18.55,8.49,4.5,-5.38,41.85,239.53,0
9.1,-136.75,-18.56,8.49,4.5,-5.38,43.51,162.15,0
9.1,-136.71,-18.58,8.49,4.5,-5.38,42.74,175.22,0
8.18,-137.72,-19.57,8.49,4.51,-5.37,43.73,174.87,0
8.18,-137.69,-19.58,8.49,4.51,-5.37,43.49,175.13,0
8.18,-137.65,-19.6,8.49,4.51,-5.37,42.88,174.77,0
9.1,-136.57,-18.63,8.49,4.5,-5.39,42.36,174.42,0
8.18,-137.58,-19.62,8.49,4.51,-5.38,33.09,173.92,0
8.18,-137.54,-19.64,8.49,4.51,-5.38,31.95,173.57,0
8.18,-137.5,-19.65,8.49,4.51,-5.38,31.69,173.22,0
-6.36,-139.82,-53.5,5.29,3.9,-3.86,31.98,170.99,0
-5.47,-138.73,-52.74,5.26,3.89,-3.85,31.81,169.6,0
-5.47,-138.69,-52.73,5.26,3.89,-3.86,31.66,166.94,0
-6.36,-139.71,-53.49,5.29,3.9,-3.87,31.5,165.56,0
-6.36,-139.67,-53.48,5.29,3.9,-3.87,31.35,165.46,0
-6.36,-139.63,-53.48,5.29,3.9,-3.87,33.68,158.67,0
-5.47,-138.54,-52.71,5.26,3.88,-3.87,31.04,157.81,0
-5.47,-138.5,-52.7,5.26,3.88,-3.87,33.41,156.68,0
-6.36,-139.52,-53.46,5.29,3.89,-3.88,33.29,153.28,0
-6.36,-139.48,-53.45,5.29,3.89,-3.88,33.14,152.57,0
-11.87,-125.73,-38.96,5.12,2.33,-4.7,33.03,151.71,0
-11.87,-125.72,-38.96,5.12,2.33,-4.7,33.15,149.86,0
-11.87,-125.72,-38.96,5.12,2.33,-4.7,33.21,145.4,0
-10.98,-124.88,-38.19,5.1,2.33,-4.68,33.34,144.83,0
-10.98,-124.87,-38.19,5.1,2.33,-4.68,33.47,143.86,0
-10.98,-124.87,-38.19,5.1,2.33,-4.68,33.6,143.17,0
-10.98,-124.86,-38.19,5.1,2.33,-4.68,33.96,139.55,0
-10.98,-124.85,-38.19,5.1,2.33,-4.68,33.82,139.44,0
-10.98,-124.85,-38.19,5.1,2.33,-4.68,33.81,139.95,0
-11.87,-125.68,-38.95,5.12,2.33,-4.7,33.38,140.33,0
-15.88,134.47,9.21,4.38,2.28,-2.65,7.04,1447.11,0
-16.07,134.6,8.81,4.39,2.28,-2.65,8.67,1566.09,0
-16.27,134.72,8.41,4.4,2.29,-2.65,8.37,998.72,0
-16.46,134.84,8.02,4.41,2.29,-2.64,8.08,1635.02,0
-16.65,134.97,7.62,4.43,2.29,-2.64,9.74,1736.0,0
-16.85,135.09,7.22,4.44,2.3,-2.64,10.18,583.4,0
-17.04,135.21,6.83,4.45,2.3,-2.64,10.07,1476.4,0
-17.24,135.33,6.43,4.46,2.3,-2.63,9.94,1468.88,0
-17.44,135.46,6.03,4.47,2.31,-2.63,9.52,946.56,0
-17.63,135.58,5.63,4.48,2.31,-2.63,9.32,1746.06,0
-19.55,138.64,0.19,4.45,2.27,-2.49,13.42,1050.74,0
-35.88,144.52,-36.6,4.34,2.42,-1.91,13.59,955.86,0
-36.0,144.63,-37.03,4.35,2.43,-1.92,13.31,1042.36,0
-36.13,144.74,-37.46,4.36,2.43,-1.92,12.58,985.76,0
-36.26,144.86,-37.89,4.36,2.44,-1.93,9.62,975.77,0
-36.39,144.97,-38.33,4.37,2.44,-1.93,10.56,960.73,0
-36.53,145.08,-38.77,4.38,2.45,-1.94,10.6,942.67,0
-36.66,145.2,-39.21,4.39,2.45,-1.94,9.94,1096.44,0
-36.79,145.31,-39.66,4.39,2.45,-1.95,9.29,1068.36,0
-35.86,146.5,-39.02,4.4,2.46,-1.95,8.65,1050.19,0
-28.6,162.89,-33.96,6.53,2.17,-4.43,9.62,1193.55,0
-28.45,165.34,-34.56,6.69,2.15,-4.62,9.59,1175.02,0
-28.79,165.43,-35.23,6.6,2.15,-4.53,9.62,1159.05,0
-29.14,165.52,-35.93,6.51,2.16,-4.45,14.27,1095.43,0
-29.49,165.61,-36.63,6.42,2.16,-4.36,15.99,1045.06,0
-23.84,165.8,-27.85,7.0,2.17,-4.87,16.36,964.95,0
-18.1,165.89,-19.36,7.95,2.18,-5.78,19.17,924.2,0
-15.22,168.89,-16.21,9.92,2.18,-7.75,21.88,814.73,0
-28.87,156.06,-30.03,10.3,2.19,-8.12,23.6,773.38,0
-29.3,156.15,-30.62,10.25,2.19,-8.07,23.77,726.82,0
-40.24,168.95,-51.23,8.09,2.42,-6.07,24.87,700.62,0
-42.1,170.26,-54.82,7.81,2.45,-5.86,27.36,666.9,0
-42.41,170.32,-55.43,7.75,2.46,-5.81,25.98,663.95,0
-42.73,170.38,-56.05,7.69,2.47,-5.75,28.02,640.14,0
-43.06,170.44,-56.69,7.62,2.47,-5.7,27.59,487.61,0
-43.41,170.5,-57.35,7.56,2.48,-5.65,27.09,466.0,0
-43.76,170.56,-58.02,7.5,2.49,-5.6,28.78,438.0,0
-61.95,177.37,-80.96,5.62,1.87,-4.92,28.0,413.79,0
-65.84,175.39,-85.91,5.37,1.86,-4.75,26.63,438.16,0
-66.33,175.36,-86.74,5.31,1.86,-4.7,24.98,419.59,0
-67.03,175.34,-87.46,5.32,1.87,-4.74,25.26,408.69,0
-68.3,175.31,-87.82,5.58,1.87,-5.02,23.72,393.55,0
-68.89,175.28,-88.72,5.52,1.88,-4.98,21.86,384.55,0
-69.49,175.26,-89.64,5.46,1.88,-4.94,22.0,371.06,0
-66.3,166.39,-84.62,5.7,1.89,-4.78,20.11,313.67,0
-45.85,116.13,-35.44,9.04,3.39,-5.92,18.24,304.97,0
-46.97,116.23,-36.81,8.82,3.4,-5.67,17.99,328.22,0
-48.43,115.52,-40.64,8.34,2.78,-5.72,19.1,317.95,0
-48.94,115.6,-41.37,8.33,2.79,-5.7,16.41,310.67,0
-39.27,115.67,-32.02,11.77,2.79,-9.32,15.75,303.51,0
-33.59,115.74,-27.54,15.7,2.8,-13.37,10.74,292.65,0
-33.08,115.82,-27.23,16.35,2.8,-14.03,10.16,284.67,0
-32.64,116.87,-27.21,15.97,2.6,-13.8,11.57,275.27,0
-40.98,144.93,-41.63,10.35,0.91,-9.45,12.34,268.39,0
-44.73,144.86,-45.79,9.85,0.91,-8.95,11.93,260.95,0
-45.5,144.8,-46.68,9.58,0.92,-8.68,11.33,252.13,0
-45.48,144.75,-46.66,9.58,0.92,-8.67,10.68,246.2,0
-45.47,144.81,-52.8,9.58,4.02,-5.67,10.01,239.25,0
-35.38,145.0,-35.62,11.97,4.02,-7.95,10.65,232.54,0
-35.17,145.2,-35.36,12.69,4.03,-8.67,10.42,224.25,0
-38.29,145.4,-40.04,12.39,4.03,-8.37,11.92,212.64,0
-38.31,145.6,-40.17,12.38,4.03,-8.37,9.65,225.29,0
-64.03,145.8,-77.25,12.1,4.04,-8.83,6.22,205.71,0
-63.96,145.99,-77.27,12.07,4.04,-8.81,1.47,202.64,0
-68.04,159.32,-82.56,14.06,3.98,-11.74,1.91,535.7,0
-73.48,-172.88,-87.82,18.75,4.62,-18.55,0.95,1345.89,0
-73.44,-172.7,-87.82,18.73,4.63,-18.55,0.84,1357.39,0
-73.41,171.68,-83.96,18.71,3.52,-17.52,2.02,1393.07,0
-74.9,171.96,-85.36,19.05,3.53,-17.96,1.67,1402.47,0
-75.08,172.24,-85.57,19.07,3.53,-18.0,3.53,1393.02,0
-66.71,172.53,-79.44,15.34,3.54,-13.88,4.31,1307.62,0
-43.57,172.81,-58.27,10.96,3.55,-8.39,0.0,1311.23,0
-42.95,173.1,-57.58,10.97,3.55,-8.38,45.08,1317.31,0
-47.13,173.39,-62.47,11.23,3.56,-8.85,73.68,1328.9,0
-48.61,173.68,-64.18,11.34,3.57,-9.05,18.66,1367.3,0
-48.18,173.97,-63.77,11.33,3.57,-9.03,72.42,1394.37,0
-47.59,174.26,-63.07,11.38,3.58,-9.06,41.96,1374.08,0
-47.15,174.55,-62.64,11.37,3.58,-9.04,72.2,1286.43,0
